"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"37","-111.47510528564453","-111.47510528564453","-111.47510528564453","3080","3080","3080","1.1119998693466187","1.1119998693466187","1.1119998693466187","3003","3003","3003","0.7379998564720154","0.7379998564720154","0.7379998564720154","2889","2889","2889","1.1219998598098755","1.1219998598098755","1.1219998598098755","2885","2885","2885","1.2059998512268066","1.2059998512268066","1.2059998512268066","5295","5295","5295","1.279999852180481","1.279999852180481","1.279999852180481","5379","5379","5379","1.3299999237060547","1.3299999237060547","1.3299999237060547","5319","5319","5319","1.2939999103546143","1.2939999103546143","1.2939999103546143","5286","5286","5286"
"38","-111.77510070800781","-111.77510070800781","-111.77510070800781","3084","3084","3084","1.2619998455047607","1.2619998455047607","1.2619998455047607","3007","3007","3007","0.8299998044967651","0.8299998044967651","0.8299998044967651","2893","2893","2893","1.0139999389648438","1.0139999389648438","1.0139999389648438","2889","2889","2889","1.309999704360962","1.309999704360962","1.309999704360962","5299","5299","5299","1.1699998378753662","1.1699998378753662","1.1699998378753662","5383","5383","5383","1.3339998722076416","1.3339998722076416","1.3339998722076416","5323","5323","5323","1.2019999027252197","1.2019999027252197","1.2019999027252197","5290","5290","5290"
"39","1.0159997940063477","1.0159997940063477","1.0159997940063477","3088","3088","3088","1.461999773979187","1.461999773979187","1.461999773979187","3011","3011","3011","1.2759997844696045","1.2759997844696045","1.2759997844696045","2897","2897","2897","1.2919998168945312","1.2919998168945312","1.2919998168945312","2893","2893","2893","1.3799997568130493","1.3799997568130493","1.3799997568130493","5303","5303","5303","2.1039998531341553","2.1039998531341553","2.1039998531341553","5387","5387","5387","1.4199998378753662","1.4199998378753662","1.4199998378753662","5327","5327","5327","2.009999990463257","2.009999990463257","2.009999990463257","5294","5294","5294"
"40","1.8819999694824219","1.8819999694824219","1.8819999694824219","3092","3092","3092","1.8219999074935913","1.8219999074935913","1.8219999074935913","3015","3015","3015","1.867999792098999","1.867999792098999","1.867999792098999","2901","2901","2901","1.869999885559082","1.869999885559082","1.869999885559082","2897","2897","2897","1.803999900817871","1.803999900817871","1.803999900817871","5307","5307","5307","1.8479998111724854","1.8479998111724854","1.8479998111724854","5391","5391","5391","1.777999758720398","1.777999758720398","1.777999758720398","5331","5331","5331","1.9599997997283936","1.9599997997283936","1.9599997997283936","5298","5298","5298"
"41","1.899999976158142","1.899999976158142","1.899999976158142","3096","3096","3096","1.6599997282028198","1.6599997282028198","1.6599997282028198","3019","3019","3019","1.7379997968673706","1.7379997968673706","1.7379997968673706","2905","2905","2905","1.7279996871948242","1.7279996871948242","1.7279996871948242","2901","2901","2901","1.863999843597412","1.863999843597412","1.863999843597412","5311","5311","5311","1.7159998416900635","1.7159998416900635","1.7159998416900635","5395","5395","5395","1.6339998245239258","1.6339998245239258","1.6339998245239258","5335","5335","5335","2.3480002880096436","2.3480002880096436","2.3480002880096436","5302","5302","5302"
"42","1.4519999027252197","1.4519999027252197","1.4519999027252197","3100","3100","3100","1.4759995937347412","1.4759995937347412","1.4759995937347412","3023","3023","3023","1.803999900817871","1.803999900817871","1.803999900817871","2909","2909","2909","1.803999900817871","1.803999900817871","1.803999900817871","2905","2905","2905","1.7659997940063477","1.7659997940063477","1.7659997940063477","5315","5315","5315","2.0260000228881836","2.0260000228881836","2.0260000228881836","5399","5399","5399","1.9280000925064087","1.9280000925064087","1.9280000925064087","5339","5339","5339","2.1700000762939453","2.1700000762939453","2.1700000762939453","5306","5306","5306"
"43","1.9700000286102295","1.9700000286102295","1.9700000286102295","3104","3104","3104","2.0240001678466797","2.0240001678466797","2.0240001678466797","3027","3027","3027","2.0320000648498535","2.0320000648498535","2.0320000648498535","2913","2913","2913","2.0359997749328613","2.0359997749328613","2.0359997749328613","2909","2909","2909","1.9639999866485596","1.9639999866485596","1.9639999866485596","5319","5319","5319","2.0500001907348633","2.0500001907348633","2.0500001907348633","5403","5403","5403","1.934000015258789","1.934000015258789","1.934000015258789","5343","5343","5343","2.056000232696533","2.056000232696533","2.056000232696533","5310","5310","5310"
"44","1.9820001125335693","1.9820001125335693","1.9820001125335693","3108","3108","3108","1.997999906539917","1.997999906539917","1.997999906539917","3031","3031","3031","2.06000018119812","2.06000018119812","2.06000018119812","2917","2917","2917","2.0440001487731934","2.0440001487731934","2.0440001487731934","2913","2913","2913","1.9359999895095825","1.9359999895095825","1.9359999895095825","5323","5323","5323","2.0799999237060547","2.0799999237060547","2.0799999237060547","5407","5407","5407","-46.93607711791992","-46.93607711791992","-46.93607711791992","5347","5347","5347","1.9800002574920654","1.9800002574920654","1.9800002574920654","5314","5314","5314"
"45","0.841999888420105","0.841999888420105","0.841999888420105","3639","3639","3639","0.7499998807907104","0.7499998807907104","0.7499998807907104","3552","3552","3552","0.6539998054504395","0.6539998054504395","0.6539998054504395","3437","3437","3437","-314.49517822265625","-314.49517822265625","-314.49517822265625","3512","3512","3512","0.8099998831748962","0.8099998831748962","0.8099998831748962","6359","6359","6359","-321.2945251464844","-321.2945251464844","-321.2945251464844","6451","6451","6451","0.6699998378753662","0.6699998378753662","0.6699998378753662","6384","6384","6384","1.0459998846054077","1.0459998846054077","1.0459998846054077","6351","6351","6351"
"46","1.3299998044967651","1.3299998044967651","1.3299998044967651","3643","3643","3643","0.8279998898506165","0.8279998898506165","0.8279998898506165","3556","3556","3556","0.7279999256134033","0.7279999256134033","0.7279999256134033","3441","3441","3441","-179.09707641601562","-179.09707641601562","-179.09707641601562","3516","3516","3516","1.24399995803833","1.24399995803833","1.24399995803833","6363","6363","6363","-171.19668579101562","-171.19668579101562","-171.19668579101562","6455","6455","6455","1.3319998979568481","1.3319998979568481","1.3319998979568481","6388","6388","6388","1.0759999752044678","1.0759999752044678","1.0759999752044678","6355","6355","6355"
"47","1.5359997749328613","1.5359997749328613","1.5359997749328613","3647","3647","3647","1.247999906539917","1.247999906539917","1.247999906539917","3560","3560","3560","0.9399998784065247","0.9399998784065247","0.9399998784065247","3445","3445","3445","-180.0971221923828","-180.0971221923828","-180.0971221923828","3520","3520","3520","1.3339998722076416","1.3339998722076416","1.3339998722076416","6367","6367","6367","-61.73625183105469","-61.73625183105469","-61.73625183105469","6459","6459","6459","1.2939999103546143","1.2939999103546143","1.2939999103546143","6392","6392","6392","0.9399998188018799","0.9399998188018799","0.9399998188018799","6359","6359","6359"
"48","1.625999927520752","1.625999927520752","1.625999927520752","3651","3651","3651","1.4859998226165771","1.4859998226165771","1.4859998226165771","3564","3564","3564","1.3919999599456787","1.3919999599456787","1.3919999599456787","3449","3449","3449","-184.89736938476562","-184.89736938476562","-184.89736938476562","3523","3523","3523","1.3980000019073486","1.3980000019073486","1.3980000019073486","6371","6371","6371","1.863999843597412","1.863999843597412","1.863999843597412","6463","6463","6463","1.7939999103546143","1.7939999103546143","1.7939999103546143","6396","6396","6396","1.7579998970031738","1.7579998970031738","1.7579998970031738","6363","6363","6363"
"49","1.8879998922348022","1.8879998922348022","1.8879998922348022","3655","3655","3655","1.8919998407363892","1.8919998407363892","1.8919998407363892","3568","3568","3568","1.871999979019165","1.871999979019165","1.871999979019165","3453","3453","3453","-154.29586791992188","-154.29586791992188","-154.29586791992188","3526","3526","3526","1.8699997663497925","1.8699997663497925","1.8699997663497925","6375","6375","6375","1.743999719619751","1.743999719619751","1.743999719619751","6467","6467","6467","1.8579998016357422","1.8579998016357422","1.8579998016357422","6400","6400","6400","1.8939998149871826","1.8939998149871826","1.8939998149871826","6367","6367","6367"
"50","1.8819999694824219","1.8819999694824219","1.8819999694824219","3659","3659","3659","1.7119998931884766","1.7119998931884766","1.7119998931884766","3572","3572","3572","1.7139997482299805","1.7139997482299805","1.7139997482299805","3457","3457","3457","-154.29586791992188","-154.29586791992188","-154.29586791992188","3529","3529","3529","1.907999873161316","1.907999873161316","1.907999873161316","6379","6379","6379","-2.436000108718872","-2.436000108718872","-2.436000108718872","6471","6471","6471","1.6459996700286865","1.6459996700286865","1.6459996700286865","6404","6404","6404","1.9459999799728394","1.9459999799728394","1.9459999799728394","6371","6371","6371"
"51","1.559999704360962","1.559999704360962","1.559999704360962","3663","3663","3663","1.7019999027252197","1.7019999027252197","1.7019999027252197","3576","3576","3576","1.8159998655319214","1.8159998655319214","1.8159998655319214","3461","3461","3461","-184.89736938476562","-184.89736938476562","-184.89736938476562","3532","3532","3532","2.005999803543091","2.005999803543091","2.005999803543091","6383","6383","6383","-89.83564758300781","-89.83564758300781","-89.83564758300781","6475","6475","6475","1.875999927520752","1.875999927520752","1.875999927520752","6408","6408","6408","1.8079999685287476","1.8079999685287476","1.8079999685287476","6375","6375","6375"
"52","1.9759999513626099","1.9759999513626099","1.9759999513626099","3667","3667","3667","1.9519999027252197","1.9519999027252197","1.9519999027252197","3580","3580","3580","2.202000141143799","2.202000141143799","2.202000141143799","3465","3465","3465","-144.09536743164062","-144.09536743164062","-144.09536743164062","3535","3535","3535","2.0360000133514404","2.0360000133514404","2.0360000133514404","6387","6387","6387","-45.23605728149414","-45.23605728149414","-45.23605728149414","6479","6479","6479","1.874000072479248","1.874000072479248","1.874000072479248","6412","6412","6412","2.070000171661377","2.070000171661377","2.070000171661377","6379","6379","6379"
"53","1.9880000352859497","1.9880000352859497","1.9880000352859497","3671","3671","3671","1.9479999542236328","1.9479999542236328","1.9479999542236328","3584","3584","3584","1.9559998512268066","1.9559998512268066","1.9559998512268066","3469","3469","3469","-144.09536743164062","-144.09536743164062","-144.09536743164062","3538","3538","3538","2.068000078201294","2.068000078201294","2.068000078201294","6391","6391","6391","-41.23601150512695","-41.23601150512695","-41.23601150512695","6483","6483","6483","-48.23609161376953","-48.23609161376953","-48.23609161376953","6416","6416","6416","1.997999906539917","1.997999906539917","1.997999906539917","6383","6383","6383"
"54","0.7779998779296875","0.7779998779296875","0.7779998779296875","4192","4192","4192","0.5639999508857727","0.5639999508857727","0.5639999508857727","4104","4104","4104","0.6379998922348022","0.6379998922348022","0.6379998922348022","3990","3990","3990","0.8559998869895935","0.8559998869895935","0.8559998869895935","4074","4074","4074","0.9999999403953552","0.9999999403953552","0.9999999403953552","7432","7432","7432","-198.13804626464844","-198.13804626464844","-198.13804626464844","7539","7539","7539","-323.79425048828125","-323.79425048828125","-323.79425048828125","7453","7453","7453","0.6319999098777771","0.6319999098777771","0.6319999098777771","7430","7430","7430"
"55","1.6559998989105225","1.6559998989105225","1.6559998989105225","4196","4196","4196","1.21399986743927","1.21399986743927","1.21399986743927","4108","4108","4108","0.7119998931884766","0.7119998931884766","0.7119998931884766","3994","3994","3994","1.0419998168945312","1.0419998168945312","1.0419998168945312","4078","4078","4078","1.363999843597412","1.363999843597412","1.363999843597412","7436","7436","7436","-77.53596496582031","-77.53596496582031","-77.53596496582031","7543","7543","7543","-172.4967498779297","-172.4967498779297","-172.4967498779297","7457","7457","7457","1.0139999389648438","1.0139999389648438","1.0139999389648438","7434","7434","7434"
"56","1.491999864578247","1.491999864578247","1.491999864578247","4200","4200","4200","1.0679998397827148","1.0679998397827148","1.0679998397827148","4112","4112","4112","0.7439998984336853","0.7439998984336853","0.7439998984336853","3998","3998","3998","0.9339998960494995","0.9339998960494995","0.9339998960494995","4082","4082","4082","1.3259998559951782","1.3259998559951782","1.3259998559951782","7440","7440","7440","-78.63593292236328","-78.63593292236328","-78.63593292236328","7547","7547","7547","-173.3968048095703","-173.3968048095703","-173.3968048095703","7461","7461","7461","1.301999807357788","1.301999807357788","1.301999807357788","7438","7438","7438"
"57","1.5399999618530273","1.5399999618530273","1.5399999618530273","4204","4204","4204","1.3859999179840088","1.3859999179840088","1.3859999179840088","4116","4116","4116","1.3819999694824219","1.3819999694824219","1.3819999694824219","4002","4002","4002","1.6719998121261597","1.6719998121261597","1.6719998121261597","4086","4086","4086","-128.69467163085938","-128.69467163085938","-128.69467163085938","7444","7444","7444","-47.836090087890625","-47.836090087890625","-47.836090087890625","7551","7551","7551","1.2819998264312744","1.2819998264312744","1.2819998264312744","7465","7465","7465","1.369999885559082","1.369999885559082","1.369999885559082","7442","7442","7442"
"58","1.9079997539520264","1.9079997539520264","1.9079997539520264","4208","4208","4208","1.869999885559082","1.869999885559082","1.869999885559082","4120","4120","4120","1.8199996948242188","1.8199996948242188","1.8199996948242188","4006","4006","4006","1.805999755859375","1.805999755859375","1.805999755859375","4090","4090","4090","-132.79481506347656","-132.79481506347656","-132.79481506347656","7448","7448","7448","-48.13609313964844","-48.13609313964844","-48.13609313964844","7555","7555","7555","1.8659999370574951","1.8659999370574951","1.8659999370574951","7469","7469","7469","1.8239998817443848","1.8239998817443848","1.8239998817443848","7446","7446","7446"
"59","1.8959999084472656","1.8959999084472656","1.8959999084472656","4212","4212","4212","1.6959998607635498","1.6959998607635498","1.6959998607635498","4124","4124","4124","1.6359996795654297","1.6359996795654297","1.6359996795654297","4010","4010","4010","1.7079999446868896","1.7079999446868896","1.7079999446868896","4094","4094","4094","-143.49533081054688","-143.49533081054688","-143.49533081054688","7452","7452","7452","-49.93611145019531","-49.93611145019531","-49.93611145019531","7559","7559","7559","-52.43614196777344","-52.43614196777344","-52.43614196777344","7473","7473","7473","1.9399998188018799","1.9399998188018799","1.9399998188018799","7450","7450","7450"
"60","1.4699997901916504","1.4699997901916504","1.4699997901916504","4216","4216","4216","1.5959997177124023","1.5959997177124023","1.5959997177124023","4128","4128","4128","1.7579998970031738","1.7579998970031738","1.7579998970031738","4014","4014","4014","1.9219998121261597","1.9219998121261597","1.9219998121261597","4098","4098","4098","-131.99476623535156","-131.99476623535156","-131.99476623535156","7456","7456","7456","-78.43594360351562","-78.43594360351562","-78.43594360351562","7563","7563","7563","1.407999873161316","1.407999873161316","1.407999873161316","7477","7477","7477","1.7799999713897705","1.7799999713897705","1.7799999713897705","7454","7454","7454"
"61","1.9739999771118164","1.9739999771118164","1.9739999771118164","4220","4220","4220","1.997999906539917","1.997999906539917","1.997999906539917","4132","4132","4132","1.9500000476837158","1.9500000476837158","1.9500000476837158","4018","4018","4018","1.9860000610351562","1.9860000610351562","1.9860000610351562","4102","4102","4102","-129.79466247558594","-129.79466247558594","-129.79466247558594","7460","7460","7460","-45.53606033325195","-45.53606033325195","-45.53606033325195","7567","7567","7567","1.1360000371932983","1.1360000371932983","1.1360000371932983","7481","7481","7481","2.004000186920166","2.004000186920166","2.004000186920166","7458","7458","7458"
"62","1.9880001544952393","1.9880001544952393","1.9880001544952393","4224","4224","4224","2.0179998874664307","2.0179998874664307","2.0179998874664307","4136","4136","4136","2.0260000228881836","2.0260000228881836","2.0260000228881836","4022","4022","4022","1.9659998416900635","1.9659998416900635","1.9659998416900635","4106","4106","4106","-132.39479064941406","-132.39479064941406","-132.39479064941406","7464","7464","7464","-46.63607406616211","-46.63607406616211","-46.63607406616211","7571","7571","7571","1.0759999752044678","1.0759999752044678","1.0759999752044678","7485","7485","7485","2.2980000972747803","2.2980000972747803","2.2980000972747803","7462","7462","7462"
