"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpProgress","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpProgress__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpProgress__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpProgress","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpProgress__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpProgress__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpProgress","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpProgress__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpProgress__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpProgress","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpProgress__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpProgress__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpProgress","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpProgress__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpProgress__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpProgress","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpProgress__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpProgress__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpProgress","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpProgress__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpProgress__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MAX"
"83","5983","5983","5983","1","1","1","5770","5770","5770","1","1","1","5655","5655","5655","1","1","1","5739","5739","5739","1","1","1","10671","10671","10671","1","1","1","10777","10777","10777","1","1","1","10685","10685","10685","1","1","1","10653","10653","10653","1","1","1"
"84","5987","5987","5987","1","1","1","5774","5774","5774","1","1","1","5659","5659","5659","1","1","1","5743","5743","5743","1","1","1","10675","10675","10675","1","1","1","10781","10781","10781","1","1","1","10689","10689","10689","1","1","1","10657","10657","10657","1","1","1"
"85","5991","5991","5991","1","1","1","5778","5778","5778","1","1","1","5663","5663","5663","1","1","1","5747","5747","5747","1","1","1","10679","10679","10679","1","1","1","10785","10785","10785","1","1","1","10693","10693","10693","1","1","1","10661","10661","10661","1","1","1"
"86","5995","5995","5995","1","1","1","5782","5782","5782","1","1","1","5667","5667","5667","1","1","1","5751","5751","5751","1","1","1","10683","10683","10683","1","1","1","10789","10789","10789","1","1","1","10697","10697","10697","1","1","1","10665","10665","10665","1","1","1"
"87","5999","5999","5999","1","1","1","5786","5786","5786","1","1","1","5671","5671","5671","1","1","1","5755","5755","5755","1","1","1","10687","10687","10687","1","1","1","10793","10793","10793","0.2","0.2","0.2","10701","10701","10701","1","1","1","10669","10669","10669","1","1","1"
"88","6003","6003","6003","1","1","1","5790","5790","5790","1","1","1","5675","5675","5675","1","1","1","5759","5759","5759","1","1","1","10691","10691","10691","1","1","1","10797","10797","10797","1","1","1","10705","10705","10705","1","1","1","10673","10673","10673","1","1","1"
"89","6007","6007","6007","1","1","1","5794","5794","5794","1","1","1","5679","5679","5679","1","1","1","5763","5763","5763","1","1","1","10695","10695","10695","1","1","1","10801","10801","10801","1","1","1","10709","10709","10709","1","1","1","10677","10677","10677","1","1","1"
"90","6527","6527","6527","1","1","1","6315","6315","6315","1","1","1","6200","6200","6200","1","1","1","6284","6284","6284","1","1","1","11731","11731","11731","1","1","1","11875","11875","11875","0.4","0.4","0.4","11745","11745","11745","1","1","1","11719","11719","11719","1","1","1"
"91","6531","6531","6531","1","1","1","6319","6319","6319","1","1","1","6204","6204","6204","1","1","1","6288","6288","6288","1","1","1","11735","11735","11735","1","1","1","11879","11879","11879","0.8","0.8","0.8","11749","11749","11749","1","1","1","11723","11723","11723","1","1","1"
"92","6535","6535","6535","1","1","1","6323","6323","6323","1","1","1","6208","6208","6208","1","1","1","6292","6292","6292","1","1","1","11739","11739","11739","1","1","1","11883","11883","11883","1","1","1","11753","11753","11753","1","1","1","11727","11727","11727","1","1","1"
"93","6539","6539","6539","1","1","1","6327","6327","6327","1","1","1","6212","6212","6212","1","1","1","6296","6296","6296","1","1","1","11743","11743","11743","1","1","1","11887","11887","11887","0.8","0.8","0.8","11757","11757","11757","1","1","1","11731","11731","11731","1","1","1"
"94","6543","6543","6543","1","1","1","6331","6331","6331","1","1","1","6216","6216","6216","1","1","1","6300","6300","6300","1","1","1","11747","11747","11747","1","1","1","11891","11891","11891","1","1","1","11761","11761","11761","1","1","1","11735","11735","11735","1","1","1"
"95","6547","6547","6547","1","1","1","6335","6335","6335","1","1","1","6220","6220","6220","1","1","1","6304","6304","6304","1","1","1","11751","11751","11751","1","1","1","11895","11895","11895","1","1","1","11765","11765","11765","1","1","1","11739","11739","11739","1","1","1"
"96","6551","6551","6551","1","1","1","6339","6339","6339","1","1","1","6224","6224","6224","1","1","1","6308","6308","6308","1","1","1","11755","11755","11755","1","1","1","11899","11899","11899","0.8","0.8","0.8","11769","11769","11769","1","1","1","11743","11743","11743","1","1","1"
"97","6555","6555","6555","1","1","1","6343","6343","6343","1","1","1","6228","6228","6228","1","1","1","6312","6312","6312","1","1","1","11759","11759","11759","1","1","1","11903","11903","11903","1","1","1","11773","11773","11773","1","1","1","11747","11747","11747","0.8","0.8","0.8"
"98","6559","6559","6559","1","1","1","6347","6347","6347","1","1","1","6232","6232","6232","1","1","1","6316","6316","6316","1","1","1","11763","11763","11763","1","1","1","11907","11907","11907","1","1","1","11777","11777","11777","1","1","1","11751","11751","11751","0.8","0.8","0.8"
"99","7080","7080","7080","1","1","1","6867","6867","6867","1","1","1","6752","6752","6752","1","1","1","6837","6837","6837","1","1","1","12800","12800","12800","1","1","1","12995","12995","12995","0","0","0","12833","12833","12833","1","1","1","12789","12789","12789","1","1","1"
"100","7084","7084","7084","1","1","1","6871","6871","6871","1","1","1","6756","6756","6756","1","1","1","6841","6841","6841","1","1","1","12804","12804","12804","1","1","1","12999","12999","12999","1","1","1","12837","12837","12837","1","1","1","12793","12793","12793","1","1","1"
"101","7088","7088","7088","1","1","1","6875","6875","6875","1","1","1","6760","6760","6760","1","1","1","6845","6845","6845","1","1","1","12808","12808","12808","1","1","1","13003","13003","13003","1","1","1","12841","12841","12841","1","1","1","12797","12797","12797","1","1","1"
"102","7092","7092","7092","1","1","1","6879","6879","6879","1","1","1","6764","6764","6764","1","1","1","6849","6849","6849","1","1","1","12812","12812","12812","1","1","1","13007","13007","13007","1","1","1","12845","12845","12845","1","1","1","12801","12801","12801","1","1","1"
"103","7096","7096","7096","1","1","1","6883","6883","6883","1","1","1","6768","6768","6768","1","1","1","6853","6853","6853","1","1","1","12816","12816","12816","1","1","1","13011","13011","13011","1","1","1","12849","12849","12849","1","1","1","12805","12805","12805","1","1","1"
"104","7100","7100","7100","1","1","1","6887","6887","6887","1","1","1","6772","6772","6772","1","1","1","6857","6857","6857","1","1","1","12820","12820","12820","1","1","1","13015","13015","13015","1","1","1","12853","12853","12853","0","0","0","12809","12809","12809","1","1","1"
"105","7104","7104","7104","1","1","1","6891","6891","6891","1","1","1","6776","6776","6776","1","1","1","6861","6861","6861","1","1","1","12824","12824","12824","1","1","1","13019","13019","13019","1","1","1","12857","12857","12857","1","1","1","12813","12813","12813","1","1","1"
"106","7108","7108","7108","1","1","1","6895","6895","6895","1","1","1","6780","6780","6780","1","1","1","6865","6865","6865","1","1","1","12828","12828","12828","1","1","1","13023","13023","13023","1","1","1","12861","12861","12861","1","1","1","12817","12817","12817","1","1","1"
"107","7112","7112","7112","1","1","1","6899","6899","6899","1","1","1","6784","6784","6784","1","1","1","6869","6869","6869","1","1","1","12832","12832","12832","1","1","1","13027","13027","13027","1","1","1","12865","12865","12865","1","1","1","12821","12821","12821","1","1","1"
"108","7632","7632","7632","1","1","1","7420","7420","7420","1","1","1","7305","7305","7305","1","1","1","7389","7389","7389","1","1","1","13868","13868","13868","1","1","1","14065","14065","14065","1","1","1","13901","13901","13901","0.8","0.8","0.8","13865","13865","13865","1","1","1"
"109","7636","7636","7636","1","1","1","7424","7424","7424","1","1","1","7309","7309","7309","1","1","1","7393","7393","7393","1","1","1","13872","13872","13872","1","1","1","14069","14069","14069","1","1","1","13905","13905","13905","1","1","1","13869","13869","13869","1","1","1"
"110","7640","7640","7640","1","1","1","7428","7428","7428","1","1","1","7313","7313","7313","1","1","1","7397","7397","7397","1","1","1","13876","13876","13876","1","1","1","14073","14073","14073","1","1","1","13909","13909","13909","1","1","1","13873","13873","13873","1","1","1"
"111","7644","7644","7644","1","1","1","7432","7432","7432","1","1","1","7317","7317","7317","1","1","1","7401","7401","7401","1","1","1","13880","13880","13880","1","1","1","14077","14077","14077","1","1","1","13913","13913","13913","1","1","1","13877","13877","13877","1","1","1"
"112","7648","7648","7648","1","1","1","7436","7436","7436","1","1","1","7321","7321","7321","1","1","1","7405","7405","7405","1","1","1","13884","13884","13884","1","1","1","14081","14081","14081","1","1","1","13917","13917","13917","1","1","1","13881","13881","13881","1","1","1"
"113","7652","7652","7652","1","1","1","7440","7440","7440","1","1","1","7325","7325","7325","1","1","1","7409","7409","7409","1","1","1","13888","13888","13888","1","1","1","14085","14085","14085","1","1","1","13921","13921","13921","0","0","0","13885","13885","13885","1","1","1"
"114","7656","7656","7656","1","1","1","7444","7444","7444","1","1","1","7329","7329","7329","1","1","1","7413","7413","7413","1","1","1","13892","13892","13892","1","1","1","14089","14089","14089","1","1","1","13925","13925","13925","1","1","1","13889","13889","13889","1","1","1"
"115","7660","7660","7660","1","1","1","7448","7448","7448","1","1","1","7333","7333","7333","1","1","1","7417","7417","7417","1","1","1","13896","13896","13896","1","1","1","14093","14093","14093","1","1","1","13929","13929","13929","1","1","1","13893","13893","13893","1","1","1"
"116","7664","7664","7664","1","1","1","7452","7452","7452","1","1","1","7337","7337","7337","1","1","1","7421","7421","7421","1","1","1","13900","13900","13900","1","1","1","14097","14097","14097","1","1","1","13933","13933","13933","1","1","1","13897","13897","13897","1","1","1"
"117","8185","8185","8185","1","1","1","7972","7972","7972","1","1","1","7857","7857","7857","1","1","1","7942","7942","7942","1","1","1","14940","14940","14940","1","1","1","15138","15138","15138","1","1","1","14974","14974","14974","1","1","1","14934","14934","14934","1","1","1"
"118","8189","8189","8189","1","1","1","7976","7976","7976","1","1","1","7861","7861","7861","1","1","1","7946","7946","7946","1","1","1","14944","14944","14944","1","1","1","15142","15142","15142","0.8","0.8","0.8","14978","14978","14978","1","1","1","14938","14938","14938","1","1","1"
"119","8193","8193","8193","1","1","1","7980","7980","7980","1","1","1","7865","7865","7865","1","1","1","7950","7950","7950","1","1","1","14948","14948","14948","1","1","1","15146","15146","15146","0.8","0.8","0.8","14982","14982","14982","1","1","1","14942","14942","14942","0.8","0.8","0.8"
"120","8197","8197","8197","1","1","1","7984","7984","7984","1","1","1","7869","7869","7869","1","1","1","7954","7954","7954","1","1","1","14952","14952","14952","1","1","1","15150","15150","15150","1","1","1","14986","14986","14986","1","1","1","14946","14946","14946","1","1","1"
"121","8201","8201","8201","1","1","1","7988","7988","7988","1","1","1","7873","7873","7873","1","1","1","7958","7958","7958","1","1","1","14956","14956","14956","1","1","1","15154","15154","15154","1","1","1","14990","14990","14990","1","1","1","14950","14950","14950","0.8","0.8","0.8"
"122","8205","8205","8205","1","1","1","7992","7992","7992","1","1","1","7877","7877","7877","1","1","1","7962","7962","7962","1","1","1","14960","14960","14960","1","1","1","15158","15158","15158","1","1","1","14994","14994","14994","1","1","1","14954","14954","14954","0.8","0.8","0.8"
"123","8209","8209","8209","1","1","1","7996","7996","7996","1","1","1","7881","7881","7881","1","1","1","7966","7966","7966","1","1","1","14964","14964","14964","1","1","1","15162","15162","15162","1","1","1","14998","14998","14998","1","1","1","14958","14958","14958","1","1","1"
"124","8213","8213","8213","1","1","1","8000","8000","8000","1","1","1","7885","7885","7885","1","1","1","7970","7970","7970","1","1","1","14968","14968","14968","1","1","1","15166","15166","15166","1","1","1","15002","15002","15002","1","1","1","14962","14962","14962","0.8","0.8","0.8"
"125","8217","8217","8217","1","1","1","8004","8004","8004","1","1","1","7889","7889","7889","1","1","1","7974","7974","7974","1","1","1","14972","14972","14972","1","1","1","15170","15170","15170","1","1","1","15006","15006","15006","1","1","1","14966","14966","14966","0.8","0.8","0.8"
"126","8737","8737","8737","1","1","1","8525","8525","8525","1","1","1","8410","8410","8410","1","1","1","8494","8494","8494","1","1","1","16008","16008","16008","1","1","1","16206","16206","16206","1","1","1","16042","16042","16042","1","1","1","16010","16010","16010","0","0","0"
"127","8741","8741","8741","1","1","1","8529","8529","8529","1","1","1","8414","8414","8414","1","1","1","8498","8498","8498","1","1","1","16012","16012","16012","1","1","1","16210","16210","16210","1","1","1","16046","16046","16046","1","1","1","16014","16014","16014","0","0","0"
"128","8745","8745","8745","1","1","1","8533","8533","8533","1","1","1","8418","8418","8418","1","1","1","8502","8502","8502","1","1","1","16016","16016","16016","1","1","1","16214","16214","16214","1","1","1","16050","16050","16050","1","1","1","16018","16018","16018","0","0","0"
"129","8749","8749","8749","1","1","1","8537","8537","8537","1","1","1","8422","8422","8422","1","1","1","8506","8506","8506","1","1","1","16020","16020","16020","1","1","1","16218","16218","16218","1","1","1","16054","16054","16054","1","1","1","16022","16022","16022","1","1","1"
"130","8753","8753","8753","1","1","1","8541","8541","8541","1","1","1","8426","8426","8426","1","1","1","8510","8510","8510","1","1","1","16024","16024","16024","1","1","1","16222","16222","16222","1","1","1","16058","16058","16058","1","1","1","16026","16026","16026","1","1","1"
"131","8757","8757","8757","1","1","1","8545","8545","8545","1","1","1","8430","8430","8430","1","1","1","8514","8514","8514","1","1","1","16028","16028","16028","1","1","1","16226","16226","16226","1","1","1","16062","16062","16062","1","1","1","16030","16030","16030","1","1","1"
"132","8761","8761","8761","1","1","1","8549","8549","8549","1","1","1","8434","8434","8434","1","1","1","8518","8518","8518","1","1","1","16032","16032","16032","1","1","1","16230","16230","16230","1","1","1","16066","16066","16066","1","1","1","16034","16034","16034","1","1","1"
"133","8765","8765","8765","1","1","1","8553","8553","8553","1","1","1","8438","8438","8438","1","1","1","8522","8522","8522","1","1","1","16036","16036","16036","1","1","1","16234","16234","16234","1","1","1","16070","16070","16070","1","1","1","16038","16038","16038","1","1","1"
"134","8769","8769","8769","1","1","1","8557","8557","8557","1","1","1","8442","8442","8442","1","1","1","8526","8526","8526","1","1","1","16040","16040","16040","1","1","1","16238","16238","16238","1","1","1","16074","16074","16074","1","1","1","16042","16042","16042","1","1","1"
"135","9290","9290","9290","1","1","1","9077","9077","9077","1","1","1","8962","8962","8962","1","1","1","9047","9047","9047","1","1","1","17076","17076","17076","1","1","1","17274","17274","17274","1","1","1","17110","17110","17110","1","1","1","17086","17086","17086","1","1","1"
"136","9294","9294","9294","1","1","1","9081","9081","9081","1","1","1","8966","8966","8966","1","1","1","9051","9051","9051","1","1","1","17080","17080","17080","1","1","1","17278","17278","17278","1","1","1","17114","17114","17114","1","1","1","17090","17090","17090","1","1","1"
"137","9298","9298","9298","1","1","1","9085","9085","9085","1","1","1","8970","8970","8970","1","1","1","9055","9055","9055","1","1","1","17084","17084","17084","1","1","1","17282","17282","17282","1","1","1","17118","17118","17118","1","1","1","17094","17094","17094","1","1","1"
"138","9302","9302","9302","1","1","1","9089","9089","9089","1","1","1","8974","8974","8974","1","1","1","9059","9059","9059","1","1","1","17088","17088","17088","1","1","1","17286","17286","17286","1","1","1","17122","17122","17122","1","1","1","17098","17098","17098","1","1","1"
"139","9306","9306","9306","1","1","1","9093","9093","9093","1","1","1","8978","8978","8978","1","1","1","9063","9063","9063","1","1","1","17092","17092","17092","1","1","1","17290","17290","17290","1","1","1","17126","17126","17126","1","1","1","17102","17102","17102","1","1","1"
"140","9310","9310","9310","1","1","1","9097","9097","9097","1","1","1","8982","8982","8982","1","1","1","9067","9067","9067","1","1","1","17096","17096","17096","1","1","1","17294","17294","17294","1","1","1","17130","17130","17130","1","1","1","17106","17106","17106","1","1","1"
"141","9314","9314","9314","1","1","1","9101","9101","9101","1","1","1","8986","8986","8986","1","1","1","9071","9071","9071","1","1","1","17100","17100","17100","1","1","1","17298","17298","17298","1","1","1","17134","17134","17134","1","1","1","17110","17110","17110","1","1","1"
"142","9318","9318","9318","1","1","1","9105","9105","9105","1","1","1","8990","8990","8990","1","1","1","9075","9075","9075","1","1","1","17104","17104","17104","1","1","1","17302","17302","17302","1","1","1","17138","17138","17138","1","1","1","17114","17114","17114","1","1","1"
"143","9322","9322","9322","1","1","1","9109","9109","9109","1","1","1","8994","8994","8994","1","1","1","9079","9079","9079","1","1","1","17108","17108","17108","1","1","1","17306","17306","17306","1","1","1","17142","17142","17142","1","1","1","17118","17118","17118","1","1","1"
"144","9842","9842","9842","1","1","1","9630","9630","9630","1","1","1","9515","9515","9515","1","1","1","9599","9599","9599","1","1","1","18145","18145","18145","1","1","1","18342","18342","18342","1","1","1","18179","18179","18179","1","1","1","18154","18154","18154","1","1","1"
"145","9846","9846","9846","1","1","1","9634","9634","9634","1","1","1","9519","9519","9519","1","1","1","9603","9603","9603","1","1","1","18149","18149","18149","1","1","1","18346","18346","18346","1","1","1","18183","18183","18183","1","1","1","18158","18158","18158","1","1","1"
"146","9850","9850","9850","1","1","1","9638","9638","9638","1","1","1","9523","9523","9523","1","1","1","9607","9607","9607","1","1","1","18153","18153","18153","1","1","1","18350","18350","18350","1","1","1","18187","18187","18187","1","1","1","18162","18162","18162","1","1","1"
"147","9854","9854","9854","1","1","1","9642","9642","9642","1","1","1","9527","9527","9527","1","1","1","9611","9611","9611","1","1","1","18157","18157","18157","1","1","1","18354","18354","18354","1","1","1","18191","18191","18191","1","1","1","18166","18166","18166","1","1","1"
"148","9858","9858","9858","1","1","1","9646","9646","9646","1","1","1","9531","9531","9531","1","1","1","9615","9615","9615","1","1","1","18161","18161","18161","1","1","1","18358","18358","18358","1","1","1","18195","18195","18195","1","1","1","18170","18170","18170","1","1","1"
"149","9862","9862","9862","1","1","1","9650","9650","9650","1","1","1","9535","9535","9535","1","1","1","9619","9619","9619","1","1","1","18165","18165","18165","1","1","1","18362","18362","18362","1","1","1","18199","18199","18199","1","1","1","18174","18174","18174","1","1","1"
"150","9866","9866","9866","1","1","1","9654","9654","9654","1","1","1","9539","9539","9539","1","1","1","9623","9623","9623","1","1","1","18169","18169","18169","1","1","1","18366","18366","18366","1","1","1","18203","18203","18203","1","1","1","18178","18178","18178","1","1","1"
"151","9870","9870","9870","1","1","1","9658","9658","9658","1","1","1","9543","9543","9543","1","1","1","9627","9627","9627","1","1","1","18173","18173","18173","1","1","1","18370","18370","18370","1","1","1","18207","18207","18207","1","1","1","18182","18182","18182","1","1","1"
"152","9874","9874","9874","1","1","1","9662","9662","9662","1","1","1","9547","9547","9547","1","1","1","9631","9631","9631","1","1","1","18177","18177","18177","1","1","1","18374","18374","18374","1","1","1","18211","18211","18211","1","1","1","18186","18186","18186","1","1","1"
