"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MAX"
"85","5991","5991","5991","0","0","0","5778","5778","5778","0","0","0","5663","5663","5663","0","0","0","5747","5747","5747","0","0","0","10679","10679","10679","0","0","0","10785","10785","10785","0","0","0","10693","10693","10693","0","0","0","10661","10661","10661","0","0","0"
"86","5995","5995","5995","0","0","0","5782","5782","5782","0","0","0","5667","5667","5667","0","0","0","5751","5751","5751","0","0","0","10683","10683","10683","0","0","0","10789","10789","10789","0","0","0","10697","10697","10697","0","0","0","10665","10665","10665","0","0","0"
"87","5999","5999","5999","0","0","0","5786","5786","5786","0","0","0","5671","5671","5671","0","0","0","5755","5755","5755","0","0","0","10687","10687","10687","0","0","0","10793","10793","10793","0","0","0","10701","10701","10701","0","0","0","10669","10669","10669","0","0","0"
"88","6003","6003","6003","0","0","0","5790","5790","5790","0","0","0","5675","5675","5675","0","0","0","5759","5759","5759","0","0","0","10691","10691","10691","0","0","0","10797","10797","10797","0","0","0","10705","10705","10705","0","0","0","10673","10673","10673","0","0","0"
"89","6007","6007","6007","0","0","0","5794","5794","5794","0","0","0","5679","5679","5679","0","0","0","5763","5763","5763","0","0","0","10695","10695","10695","0","0","0","10801","10801","10801","0","0","0","10709","10709","10709","0","0","0","10677","10677","10677","0","0","0"
"90","6527","6527","6527","1","1","1","6315","6315","6315","0","0","0","6200","6200","6200","0","0","0","6284","6284","6284","0","0","0","11731","11731","11731","1","1","1","11875","11875","11875","0","0","0","11745","11745","11745","0","0","0","11719","11719","11719","0","0","0"
"91","6531","6531","6531","12","12","12","6319","6319","6319","0","0","0","6204","6204","6204","0","0","0","6288","6288","6288","0","0","0","11735","11735","11735","0","0","0","11879","11879","11879","0","0","0","11749","11749","11749","2","2","2","11723","11723","11723","0","0","0"
"92","6535","6535","6535","11","11","11","6323","6323","6323","0","0","0","6208","6208","6208","3","3","3","6292","6292","6292","0","0","0","11739","11739","11739","10","10","10","11883","11883","11883","0","0","0","11753","11753","11753","3","3","3","11727","11727","11727","0","0","0"
"93","6539","6539","6539","0","0","0","6327","6327","6327","0","0","0","6212","6212","6212","0","0","0","6296","6296","6296","0","0","0","11743","11743","11743","0","0","0","11887","11887","11887","0","0","0","11757","11757","11757","0","0","0","11731","11731","11731","1","1","1"
"94","6543","6543","6543","0","0","0","6331","6331","6331","0","0","0","6216","6216","6216","0","0","0","6300","6300","6300","0","0","0","11747","11747","11747","0","0","0","11891","11891","11891","0","0","0","11761","11761","11761","0","0","0","11735","11735","11735","0","0","0"
"95","6547","6547","6547","0","0","0","6335","6335","6335","0","0","0","6220","6220","6220","0","0","0","6304","6304","6304","0","0","0","11751","11751","11751","0","0","0","11895","11895","11895","0","0","0","11765","11765","11765","0","0","0","11739","11739","11739","0","0","0"
"96","6551","6551","6551","0","0","0","6339","6339","6339","0","0","0","6224","6224","6224","0","0","0","6308","6308","6308","0","0","0","11755","11755","11755","0","0","0","11899","11899","11899","0","0","0","11769","11769","11769","0","0","0","11743","11743","11743","0","0","0"
"97","6555","6555","6555","0","0","0","6343","6343","6343","0","0","0","6228","6228","6228","0","0","0","6312","6312","6312","0","0","0","11759","11759","11759","0","0","0","11903","11903","11903","0","0","0","11773","11773","11773","0","0","0","11747","11747","11747","0","0","0"
"98","6559","6559","6559","0","0","0","6347","6347","6347","0","0","0","6232","6232","6232","0","0","0","6316","6316","6316","0","0","0","11763","11763","11763","0","0","0","11907","11907","11907","0","0","0","11777","11777","11777","0","0","0","11751","11751","11751","0","0","0"
"99","7080","7080","7080","0","0","0","6867","6867","6867","0","0","0","6752","6752","6752","1","1","1","6837","6837","6837","0","0","0","12800","12800","12800","1","1","1","12995","12995","12995","0","0","0","12833","12833","12833","1","1","1","12789","12789","12789","0","0","0"
"100","7084","7084","7084","2","2","2","6871","6871","6871","0","0","0","6756","6756","6756","0","0","0","6841","6841","6841","0","0","0","12804","12804","12804","5","5","5","12999","12999","12999","0","0","0","12837","12837","12837","0","0","0","12793","12793","12793","0","0","0"
"101","7088","7088","7088","3","3","3","6875","6875","6875","0","0","0","6760","6760","6760","0","0","0","6845","6845","6845","0","0","0","12808","12808","12808","0","0","0","13003","13003","13003","0","0","0","12841","12841","12841","4","4","4","12797","12797","12797","0","0","0"
"102","7092","7092","7092","0","0","0","6879","6879","6879","0","0","0","6764","6764","6764","0","0","0","6849","6849","6849","0","0","0","12812","12812","12812","0","0","0","13007","13007","13007","0","0","0","12845","12845","12845","0","0","0","12801","12801","12801","0","0","0"
"103","7096","7096","7096","0","0","0","6883","6883","6883","0","0","0","6768","6768","6768","0","0","0","6853","6853","6853","0","0","0","12816","12816","12816","0","0","0","13011","13011","13011","0","0","0","12849","12849","12849","0","0","0","12805","12805","12805","0","0","0"
"104","7100","7100","7100","0","0","0","6887","6887","6887","0","0","0","6772","6772","6772","0","0","0","6857","6857","6857","0","0","0","12820","12820","12820","0","0","0","13015","13015","13015","0","0","0","12853","12853","12853","0","0","0","12809","12809","12809","0","0","0"
"105","7104","7104","7104","0","0","0","6891","6891","6891","0","0","0","6776","6776","6776","0","0","0","6861","6861","6861","0","0","0","12824","12824","12824","0","0","0","13019","13019","13019","0","0","0","12857","12857","12857","0","0","0","12813","12813","12813","0","0","0"
"106","7108","7108","7108","0","0","0","6895","6895","6895","0","0","0","6780","6780","6780","0","0","0","6865","6865","6865","0","0","0","12828","12828","12828","0","0","0","13023","13023","13023","0","0","0","12861","12861","12861","0","0","0","12817","12817","12817","0","0","0"
"107","7112","7112","7112","0","0","0","6899","6899","6899","0","0","0","6784","6784","6784","0","0","0","6869","6869","6869","0","0","0","12832","12832","12832","0","0","0","13027","13027","13027","0","0","0","12865","12865","12865","0","0","0","12821","12821","12821","0","0","0"
"108","7632","7632","7632","1","1","1","7420","7420","7420","0","0","0","7305","7305","7305","0","0","0","7389","7389","7389","0","0","0","13868","13868","13868","0","0","0","14065","14065","14065","0","0","0","13901","13901","13901","0","0","0","13865","13865","13865","0","0","0"
"109","7636","7636","7636","10","10","10","7424","7424","7424","0","0","0","7309","7309","7309","0","0","0","7393","7393","7393","0","0","0","13872","13872","13872","8","8","8","14069","14069","14069","0","0","0","13905","13905","13905","0","0","0","13869","13869","13869","0","0","0"
"110","7640","7640","7640","6","6","6","7428","7428","7428","0","0","0","7313","7313","7313","4","4","4","7397","7397","7397","0","0","0","13876","13876","13876","7","7","7","14073","14073","14073","0","0","0","13909","13909","13909","0","0","0","13873","13873","13873","0","0","0"
"111","7644","7644","7644","0","0","0","7432","7432","7432","0","0","0","7317","7317","7317","0","0","0","7401","7401","7401","0","0","0","13880","13880","13880","0","0","0","14077","14077","14077","0","0","0","13913","13913","13913","0","0","0","13877","13877","13877","0","0","0"
"112","7648","7648","7648","0","0","0","7436","7436","7436","0","0","0","7321","7321","7321","0","0","0","7405","7405","7405","0","0","0","13884","13884","13884","0","0","0","14081","14081","14081","0","0","0","13917","13917","13917","0","0","0","13881","13881","13881","0","0","0"
"113","7652","7652","7652","0","0","0","7440","7440","7440","0","0","0","7325","7325","7325","0","0","0","7409","7409","7409","0","0","0","13888","13888","13888","0","0","0","14085","14085","14085","0","0","0","13921","13921","13921","0","0","0","13885","13885","13885","0","0","0"
"114","7656","7656","7656","0","0","0","7444","7444","7444","0","0","0","7329","7329","7329","0","0","0","7413","7413","7413","0","0","0","13892","13892","13892","0","0","0","14089","14089","14089","0","0","0","13925","13925","13925","0","0","0","13889","13889","13889","0","0","0"
"115","7660","7660","7660","0","0","0","7448","7448","7448","0","0","0","7333","7333","7333","0","0","0","7417","7417","7417","0","0","0","13896","13896","13896","0","0","0","14093","14093","14093","0","0","0","13929","13929","13929","0","0","0","13893","13893","13893","0","0","0"
"116","7664","7664","7664","0","0","0","7452","7452","7452","0","0","0","7337","7337","7337","0","0","0","7421","7421","7421","0","0","0","13900","13900","13900","0","0","0","14097","14097","14097","0","0","0","13933","13933","13933","0","0","0","13897","13897","13897","0","0","0"
"117","8185","8185","8185","0","0","0","7972","7972","7972","0","0","0","7857","7857","7857","0","0","0","7942","7942","7942","0","0","0","14940","14940","14940","0","0","0","15138","15138","15138","0","0","0","14974","14974","14974","2","2","2","14934","14934","14934","0","0","0"
"118","8189","8189","8189","6","6","6","7976","7976","7976","0","0","0","7861","7861","7861","2","2","2","7946","7946","7946","0","0","0","14944","14944","14944","2","2","2","15142","15142","15142","0","0","0","14978","14978","14978","7","7","7","14938","14938","14938","0","0","0"
"119","8193","8193","8193","2","2","2","7980","7980","7980","0","0","0","7865","7865","7865","2","2","2","7950","7950","7950","0","0","0","14948","14948","14948","9","9","9","15146","15146","15146","0","0","0","14982","14982","14982","9","9","9","14942","14942","14942","0","0","0"
"120","8197","8197","8197","0","0","0","7984","7984","7984","0","0","0","7869","7869","7869","0","0","0","7954","7954","7954","0","0","0","14952","14952","14952","0","0","0","15150","15150","15150","0","0","0","14986","14986","14986","0","0","0","14946","14946","14946","0","0","0"
"121","8201","8201","8201","0","0","0","7988","7988","7988","0","0","0","7873","7873","7873","0","0","0","7958","7958","7958","0","0","0","14956","14956","14956","0","0","0","15154","15154","15154","0","0","0","14990","14990","14990","0","0","0","14950","14950","14950","0","0","0"
"122","8205","8205","8205","0","0","0","7992","7992","7992","0","0","0","7877","7877","7877","0","0","0","7962","7962","7962","0","0","0","14960","14960","14960","0","0","0","15158","15158","15158","0","0","0","14994","14994","14994","0","0","0","14954","14954","14954","0","0","0"
"123","8209","8209","8209","0","0","0","7996","7996","7996","0","0","0","7881","7881","7881","0","0","0","7966","7966","7966","0","0","0","14964","14964","14964","0","0","0","15162","15162","15162","0","0","0","14998","14998","14998","0","0","0","14958","14958","14958","0","0","0"
"124","8213","8213","8213","0","0","0","8000","8000","8000","0","0","0","7885","7885","7885","0","0","0","7970","7970","7970","0","0","0","14968","14968","14968","0","0","0","15166","15166","15166","0","0","0","15002","15002","15002","0","0","0","14962","14962","14962","0","0","0"
"125","8217","8217","8217","0","0","0","8004","8004","8004","0","0","0","7889","7889","7889","0","0","0","7974","7974","7974","0","0","0","14972","14972","14972","0","0","0","15170","15170","15170","0","0","0","15006","15006","15006","0","0","0","14966","14966","14966","0","0","0"
"126","8737","8737","8737","0","0","0","8525","8525","8525","0","0","0","8410","8410","8410","2","2","2","8494","8494","8494","0","0","0","16008","16008","16008","1","1","1","16206","16206","16206","0","0","0","16042","16042","16042","1","1","1","16010","16010","16010","0","0","0"
"127","8741","8741","8741","5","5","5","8529","8529","8529","0","0","0","8414","8414","8414","0","0","0","8498","8498","8498","0","0","0","16012","16012","16012","0","0","0","16210","16210","16210","0","0","0","16046","16046","16046","2","2","2","16014","16014","16014","0","0","0"
"128","8745","8745","8745","2","2","2","8533","8533","8533","0","0","0","8418","8418","8418","1","1","1","8502","8502","8502","0","0","0","16016","16016","16016","9","9","9","16214","16214","16214","0","0","0","16050","16050","16050","2","2","2","16018","16018","16018","0","0","0"
"129","8749","8749","8749","0","0","0","8537","8537","8537","0","0","0","8422","8422","8422","1","1","1","8506","8506","8506","0","0","0","16020","16020","16020","0","0","0","16218","16218","16218","0","0","0","16054","16054","16054","0","0","0","16022","16022","16022","0","0","0"
"130","8753","8753","8753","0","0","0","8541","8541","8541","0","0","0","8426","8426","8426","0","0","0","8510","8510","8510","0","0","0","16024","16024","16024","0","0","0","16222","16222","16222","0","0","0","16058","16058","16058","0","0","0","16026","16026","16026","0","0","0"
"131","8757","8757","8757","0","0","0","8545","8545","8545","0","0","0","8430","8430","8430","0","0","0","8514","8514","8514","0","0","0","16028","16028","16028","0","0","0","16226","16226","16226","0","0","0","16062","16062","16062","0","0","0","16030","16030","16030","0","0","0"
"132","8761","8761","8761","0","0","0","8549","8549","8549","0","0","0","8434","8434","8434","0","0","0","8518","8518","8518","0","0","0","16032","16032","16032","0","0","0","16230","16230","16230","0","0","0","16066","16066","16066","0","0","0","16034","16034","16034","0","0","0"
"133","8765","8765","8765","0","0","0","8553","8553","8553","0","0","0","8438","8438","8438","0","0","0","8522","8522","8522","0","0","0","16036","16036","16036","0","0","0","16234","16234","16234","0","0","0","16070","16070","16070","0","0","0","16038","16038","16038","0","0","0"
"134","8769","8769","8769","0","0","0","8557","8557","8557","0","0","0","8442","8442","8442","0","0","0","8526","8526","8526","0","0","0","16040","16040","16040","0","0","0","16238","16238","16238","0","0","0","16074","16074","16074","0","0","0","16042","16042","16042","0","0","0"
"135","9290","9290","9290","2","2","2","9077","9077","9077","0","0","0","8962","8962","8962","0","0","0","9047","9047","9047","0","0","0","17076","17076","17076","1","1","1","17274","17274","17274","0","0","0","17110","17110","17110","4","4","4","17086","17086","17086","0","0","0"
"136","9294","9294","9294","2","2","2","9081","9081","9081","0","0","0","8966","8966","8966","1","1","1","9051","9051","9051","0","0","0","17080","17080","17080","1","1","1","17278","17278","17278","0","0","0","17114","17114","17114","1","1","1","17090","17090","17090","0","0","0"
"137","9298","9298","9298","5","5","5","9085","9085","9085","0","0","0","8970","8970","8970","0","0","0","9055","9055","9055","0","0","0","17084","17084","17084","2","2","2","17282","17282","17282","0","0","0","17118","17118","17118","0","0","0","17094","17094","17094","0","0","0"
"138","9302","9302","9302","0","0","0","9089","9089","9089","0","0","0","8974","8974","8974","0","0","0","9059","9059","9059","0","0","0","17088","17088","17088","0","0","0","17286","17286","17286","0","0","0","17122","17122","17122","0","0","0","17098","17098","17098","0","0","0"
"139","9306","9306","9306","0","0","0","9093","9093","9093","0","0","0","8978","8978","8978","0","0","0","9063","9063","9063","0","0","0","17092","17092","17092","0","0","0","17290","17290","17290","0","0","0","17126","17126","17126","0","0","0","17102","17102","17102","0","0","0"
"140","9310","9310","9310","0","0","0","9097","9097","9097","0","0","0","8982","8982","8982","0","0","0","9067","9067","9067","0","0","0","17096","17096","17096","0","0","0","17294","17294","17294","0","0","0","17130","17130","17130","0","0","0","17106","17106","17106","0","0","0"
"141","9314","9314","9314","0","0","0","9101","9101","9101","0","0","0","8986","8986","8986","0","0","0","9071","9071","9071","0","0","0","17100","17100","17100","0","0","0","17298","17298","17298","0","0","0","17134","17134","17134","0","0","0","17110","17110","17110","0","0","0"
"142","9318","9318","9318","0","0","0","9105","9105","9105","0","0","0","8990","8990","8990","0","0","0","9075","9075","9075","0","0","0","17104","17104","17104","0","0","0","17302","17302","17302","0","0","0","17138","17138","17138","0","0","0","17114","17114","17114","0","0","0"
"143","9322","9322","9322","0","0","0","9109","9109","9109","0","0","0","8994","8994","8994","0","0","0","9079","9079","9079","0","0","0","17108","17108","17108","0","0","0","17306","17306","17306","0","0","0","17142","17142","17142","0","0","0","17118","17118","17118","0","0","0"
"144","9842","9842","9842","0","0","0","9630","9630","9630","0","0","0","9515","9515","9515","2","2","2","9599","9599","9599","0","0","0","18145","18145","18145","2","2","2","18342","18342","18342","0","0","0","18179","18179","18179","0","0","0","18154","18154","18154","0","0","0"
"145","9846","9846","9846","10","10","10","9634","9634","9634","0","0","0","9519","9519","9519","0","0","0","9603","9603","9603","0","0","0","18149","18149","18149","6","6","6","18346","18346","18346","0","0","0","18183","18183","18183","1","1","1","18158","18158","18158","0","0","0"
"146","9850","9850","9850","3","3","3","9638","9638","9638","0","0","0","9523","9523","9523","0","0","0","9607","9607","9607","0","0","0","18153","18153","18153","3","3","3","18350","18350","18350","0","0","0","18187","18187","18187","4","4","4","18162","18162","18162","0","0","0"
"147","9854","9854","9854","0","0","0","9642","9642","9642","0","0","0","9527","9527","9527","0","0","0","9611","9611","9611","0","0","0","18157","18157","18157","0","0","0","18354","18354","18354","0","0","0","18191","18191","18191","0","0","0","18166","18166","18166","0","0","0"
"148","9858","9858","9858","0","0","0","9646","9646","9646","0","0","0","9531","9531","9531","0","0","0","9615","9615","9615","0","0","0","18161","18161","18161","0","0","0","18358","18358","18358","0","0","0","18195","18195","18195","0","0","0","18170","18170","18170","0","0","0"
"149","9862","9862","9862","0","0","0","9650","9650","9650","0","0","0","9535","9535","9535","0","0","0","9619","9619","9619","0","0","0","18165","18165","18165","0","0","0","18362","18362","18362","0","0","0","18199","18199","18199","0","0","0","18174","18174","18174","0","0","0"
"150","9866","9866","9866","0","0","0","9654","9654","9654","0","0","0","9539","9539","9539","0","0","0","9623","9623","9623","0","0","0","18169","18169","18169","0","0","0","18366","18366","18366","0","0","0","18203","18203","18203","0","0","0","18178","18178","18178","0","0","0"
"151","9870","9870","9870","0","0","0","9658","9658","9658","0","0","0","9543","9543","9543","0","0","0","9627","9627","9627","0","0","0","18173","18173","18173","0","0","0","18370","18370","18370","0","0","0","18207","18207","18207","0","0","0","18182","18182","18182","0","0","0"
"152","9874","9874","9874","0","0","0","9662","9662","9662","0","0","0","9547","9547","9547","0","0","0","9631","9631","9631","0","0","0","18177","18177","18177","0","0","0","18374","18374","18374","0","0","0","18211","18211","18211","0","0","0","18186","18186","18186","0","0","0"
"153","10395","10395","10395","0","0","0","10182","10182","10182","0","0","0","10067","10067","10067","0","0","0","10152","10152","10152","0","0","0","19213","19213","19213","0","0","0","19411","19411","19411","0","0","0","19247","19247","19247","0","0","0","19223","19223","19223","0","0","0"
