"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX"
"36","187","187","187","0.05562487617135048","0.05562487617135048","0.05562487617135048","224","224","224","0.043266285210847855","0.043266285210847855","0.043266285210847855","224","224","224","0.04314245283603668","0.04314245283603668","0.04314245283603668","224","224","224","0.03725895658135414","0.03725895658135414","0.03725895658135414","224","224","224","0.03956811502575874","0.03956811502575874","0.03956811502575874","187","187","187","0.03344966843724251","0.03344966843724251","0.03344966843724251","224","224","224","0.04397189989686012","0.04397189989686012","0.04397189989686012","224","224","224","0.05672674998641014","0.05672674998641014","0.05672674998641014"
"37","192","192","192","0.04132459685206413","0.04132459685206413","0.04132459685206413","230","230","230","0.04717794433236122","0.04717794433236122","0.04717794433236122","230","230","230","0.037134237587451935","0.037134237587451935","0.037134237587451935","230","230","230","0.03965633362531662","0.03965633362531662","0.03965633362531662","230","230","230","0.05297722667455673","0.05297722667455673","0.05297722667455673","192","192","192","0.028874682262539864","0.028874682262539864","0.028874682262539864","230","230","230","0.04798317328095436","0.04798317328095436","0.04798317328095436","230","230","230","0.034237273037433624","0.034237273037433624","0.034237273037433624"
"38","197","197","197","0.03990619629621506","0.03990619629621506","0.03990619629621506","236","236","236","0.02886321395635605","0.02886321395635605","0.02886321395635605","236","236","236","0.04924102500081062","0.04924102500081062","0.04924102500081062","236","236","236","0.04148339107632637","0.04148339107632637","0.04148339107632637","236","236","236","0.0462326817214489","0.0462326817214489","0.0462326817214489","197","197","197","0.04586249217391014","0.04586249217391014","0.04586249217391014","236","236","236","0.04186873510479927","0.04186873510479927","0.04186873510479927","236","236","236","0.03532160073518753","0.03532160073518753","0.03532160073518753"
"39","202","202","202","0.03463312238454819","0.03463312238454819","0.03463312238454819","242","242","242","0.03291916102170944","0.03291916102170944","0.03291916102170944","242","242","242","0.04547842964529991","0.04547842964529991","0.04547842964529991","242","242","242","0.04236234724521637","0.04236234724521637","0.04236234724521637","242","242","242","0.03447848558425903","0.03447848558425903","0.03447848558425903","202","202","202","0.042892154306173325","0.042892154306173325","0.042892154306173325","242","242","242","0.039344318211078644","0.039344318211078644","0.039344318211078644","242","242","242","0.0647844597697258","0.0647844597697258","0.0647844597697258"
"40","207","207","207","0.03812693804502487","0.03812693804502487","0.03812693804502487","248","248","248","0.03445965051651001","0.03445965051651001","0.03445965051651001","248","248","248","0.0381687767803669","0.0381687767803669","0.0381687767803669","248","248","248","0.040406301617622375","0.040406301617622375","0.040406301617622375","248","248","248","0.03730721399188042","0.03730721399188042","0.03730721399188042","207","207","207","0.03934502601623535","0.03934502601623535","0.03934502601623535","248","248","248","0.04601515829563141","0.04601515829563141","0.04601515829563141","248","248","248","0.034863319247961044","0.034863319247961044","0.034863319247961044"
"41","212","212","212","0.03724311664700508","0.03724311664700508","0.03724311664700508","254","254","254","0.05000496655702591","0.05000496655702591","0.05000496655702591","254","254","254","0.037715427577495575","0.037715427577495575","0.037715427577495575","254","254","254","0.031905706971883774","0.031905706971883774","0.031905706971883774","254","254","254","0.03687741234898567","0.03687741234898567","0.03687741234898567","212","212","212","0.04671025648713112","0.04671025648713112","0.04671025648713112","254","254","254","0.03615860268473625","0.03615860268473625","0.03615860268473625","254","254","254","0.042999543249607086","0.042999543249607086","0.042999543249607086"
"42","217","217","217","0.03929110988974571","0.03929110988974571","0.03929110988974571","260","260","260","0.04881881922483444","0.04881881922483444","0.04881881922483444","260","260","260","0.046227164566516876","0.046227164566516876","0.046227164566516876","260","260","260","0.03724918141961098","0.03724918141961098","0.03724918141961098","260","260","260","0.03415992110967636","0.03415992110967636","0.03415992110967636","217","217","217","0.046850137412548065","0.046850137412548065","0.046850137412548065","260","260","260","0.04766026511788368","0.04766026511788368","0.04766026511788368","260","260","260","0.03737686946988106","0.03737686946988106","0.03737686946988106"
"43","222","222","222","0.029445141553878784","0.029445141553878784","0.029445141553878784","266","266","266","0.0457080639898777","0.0457080639898777","0.0457080639898777","266","266","266","0.045324549078941345","0.045324549078941345","0.045324549078941345","266","266","266","0.03611069917678833","0.03611069917678833","0.03611069917678833","266","266","266","0.04052366316318512","0.04052366316318512","0.04052366316318512","222","222","222","0.04218871891498566","0.04218871891498566","0.04218871891498566","266","266","266","0.03255360573530197","0.03255360573530197","0.03255360573530197","266","266","266","0.040808770805597305","0.040808770805597305","0.040808770805597305"
"44","227","227","227","0.037401724606752396","0.037401724606752396","0.037401724606752396","272","272","272","0.04033314436674118","0.04033314436674118","0.04033314436674118","272","272","272","0.0375564880669117","0.0375564880669117","0.0375564880669117","272","272","272","0.03466821834445","0.03466821834445","0.03466821834445","272","272","272","0.03456955775618553","0.03456955775618553","0.03456955775618553","227","227","227","0.03521728515625","0.03521728515625","0.03521728515625","272","272","272","0.033348098397254944","0.033348098397254944","0.033348098397254944","272","272","272","0.06336677074432373","0.06336677074432373","0.06336677074432373"
"45","232","232","232","0.019767610356211662","0.019767610356211662","0.019767610356211662","278","278","278","0.05905963107943535","0.05905963107943535","0.05905963107943535","278","278","278","0.052846670150756836","0.052846670150756836","0.052846670150756836","278","278","278","0.03763526678085327","0.03763526678085327","0.03763526678085327","278","278","278","0.03114962764084339","0.03114962764084339","0.03114962764084339","232","232","232","0.03666893020272255","0.03666893020272255","0.03666893020272255","278","278","278","0.04847370833158493","0.04847370833158493","0.04847370833158493","278","278","278","0.04596979171037674","0.04596979171037674","0.04596979171037674"
"46","237","237","237","0.03507629409432411","0.03507629409432411","0.03507629409432411","284","284","284","0.04229099676012993","0.04229099676012993","0.04229099676012993","284","284","284","0.03303784877061844","0.03303784877061844","0.03303784877061844","284","284","284","0.02778683602809906","0.02778683602809906","0.02778683602809906","284","284","284","0.04036487638950348","0.04036487638950348","0.04036487638950348","237","237","237","0.04777763783931732","0.04777763783931732","0.04777763783931732","284","284","284","0.038785018026828766","0.038785018026828766","0.038785018026828766","284","284","284","0.0445312075316906","0.0445312075316906","0.0445312075316906"
"47","242","242","242","0.04713590443134308","0.04713590443134308","0.04713590443134308","290","290","290","0.06340033560991287","0.06340033560991287","0.06340033560991287","290","290","290","0.04241470247507095","0.04241470247507095","0.04241470247507095","290","290","290","0.03058471530675888","0.03058471530675888","0.03058471530675888","290","290","290","0.0347159318625927","0.0347159318625927","0.0347159318625927","242","242","242","0.03646424040198326","0.03646424040198326","0.03646424040198326","290","290","290","0.0400545634329319","0.0400545634329319","0.0400545634329319","290","290","290","0.042685024440288544","0.042685024440288544","0.042685024440288544"
"48","247","247","247","0.04308631271123886","0.04308631271123886","0.04308631271123886","296","296","296","0.045422665774822235","0.045422665774822235","0.045422665774822235","296","296","296","0.04522624984383583","0.04522624984383583","0.04522624984383583","296","296","296","0.03914942219853401","0.03914942219853401","0.03914942219853401","296","296","296","0.04129241406917572","0.04129241406917572","0.04129241406917572","247","247","247","0.03693816065788269","0.03693816065788269","0.03693816065788269","296","296","296","0.03986464813351631","0.03986464813351631","0.03986464813351631","296","296","296","0.04075376316905022","0.04075376316905022","0.04075376316905022"
"49","252","252","252","0.06215500086545944","0.06215500086545944","0.06215500086545944","302","302","302","0.0448819063603878","0.0448819063603878","0.0448819063603878","302","302","302","0.028446879237890244","0.028446879237890244","0.028446879237890244","302","302","302","0.0668383315205574","0.0668383315205574","0.0668383315205574","302","302","302","0.0408116914331913","0.0408116914331913","0.0408116914331913","252","252","252","0.0552532859146595","0.0552532859146595","0.0552532859146595","302","302","302","0.03312980756163597","0.03312980756163597","0.03312980756163597","302","302","302","0.05877144634723663","0.05877144634723663","0.05877144634723663"
"50","257","257","257","0.059184979647397995","0.059184979647397995","0.059184979647397995","308","308","308","0.05449111387133598","0.05449111387133598","0.05449111387133598","308","308","308","0.03681590408086777","0.03681590408086777","0.03681590408086777","308","308","308","0.04103966802358627","0.04103966802358627","0.04103966802358627","308","308","308","0.04129018262028694","0.04129018262028694","0.04129018262028694","257","257","257","0.031986337155103683","0.031986337155103683","0.031986337155103683","308","308","308","0.0492950901389122","0.0492950901389122","0.0492950901389122","308","308","308","0.06276043504476547","0.06276043504476547","0.06276043504476547"
"51","262","262","262","0.0340040922164917","0.0340040922164917","0.0340040922164917","314","314","314","0.03829639032483101","0.03829639032483101","0.03829639032483101","314","314","314","0.04483911022543907","0.04483911022543907","0.04483911022543907","314","314","314","0.03285179287195206","0.03285179287195206","0.03285179287195206","314","314","314","0.034084003418684006","0.034084003418684006","0.034084003418684006","262","262","262","0.06357121467590332","0.06357121467590332","0.06357121467590332","314","314","314","0.04093044623732567","0.04093044623732567","0.04093044623732567","314","314","314","0.022811969742178917","0.022811969742178917","0.022811969742178917"
"52","267","267","267","0.03729815036058426","0.03729815036058426","0.03729815036058426","320","320","320","0.046366866677999496","0.046366866677999496","0.046366866677999496","320","320","320","0.050924696028232574","0.050924696028232574","0.050924696028232574","320","320","320","0.05875986069440842","0.05875986069440842","0.05875986069440842","320","320","320","0.06543765217065811","0.06543765217065811","0.06543765217065811","267","267","267","0.051866572350263596","0.051866572350263596","0.051866572350263596","320","320","320","0.04820149764418602","0.04820149764418602","0.04820149764418602","320","320","320","0.050146766006946564","0.050146766006946564","0.050146766006946564"
"53","272","272","272","0.055867187678813934","0.055867187678813934","0.055867187678813934","326","326","326","0.03674710914492607","0.03674710914492607","0.03674710914492607","326","326","326","0.05373111739754677","0.05373111739754677","0.05373111739754677","326","326","326","0.02712438441812992","0.02712438441812992","0.02712438441812992","326","326","326","0.04824123904109001","0.04824123904109001","0.04824123904109001","272","272","272","0.028269192203879356","0.028269192203879356","0.028269192203879356","326","326","326","0.05344996228814125","0.05344996228814125","0.05344996228814125","326","326","326","0.036464396864175797","0.036464396864175797","0.036464396864175797"
"54","277","277","277","0.03583867475390434","0.03583867475390434","0.03583867475390434","332","332","332","0.043242476880550385","0.043242476880550385","0.043242476880550385","332","332","332","0.050080545246601105","0.050080545246601105","0.050080545246601105","332","332","332","0.04081512987613678","0.04081512987613678","0.04081512987613678","332","332","332","0.06091252341866493","0.06091252341866493","0.06091252341866493","277","277","277","0.05650420859456062","0.05650420859456062","0.05650420859456062","332","332","332","0.04067692533135414","0.04067692533135414","0.04067692533135414","332","332","332","0.04678921774029732","0.04678921774029732","0.04678921774029732"
"55","282","282","282","0.038693126291036606","0.038693126291036606","0.038693126291036606","338","338","338","0.04722154513001442","0.04722154513001442","0.04722154513001442","338","338","338","0.0485105887055397","0.0485105887055397","0.0485105887055397","338","338","338","0.051433905959129333","0.051433905959129333","0.051433905959129333","338","338","338","0.03843671828508377","0.03843671828508377","0.03843671828508377","282","282","282","0.03782930597662926","0.03782930597662926","0.03782930597662926","338","338","338","0.05355558916926384","0.05355558916926384","0.05355558916926384","338","338","338","0.04593551531434059","0.04593551531434059","0.04593551531434059"
"56","287","287","287","0.054876480251550674","0.054876480251550674","0.054876480251550674","344","344","344","0.03416559472680092","0.03416559472680092","0.03416559472680092","344","344","344","0.047281816601753235","0.047281816601753235","0.047281816601753235","344","344","344","0.04567272216081619","0.04567272216081619","0.04567272216081619","344","344","344","0.026839111000299454","0.026839111000299454","0.026839111000299454","287","287","287","0.04216922074556351","0.04216922074556351","0.04216922074556351","344","344","344","0.03886063024401665","0.03886063024401665","0.03886063024401665","344","344","344","0.06303776800632477","0.06303776800632477","0.06303776800632477"
"57","292","292","292","0.04475747048854828","0.04475747048854828","0.04475747048854828","350","350","350","0.04555000737309456","0.04555000737309456","0.04555000737309456","350","350","350","0.03640162572264671","0.03640162572264671","0.03640162572264671","350","350","350","0.027481703087687492","0.027481703087687492","0.027481703087687492","350","350","350","0.044672004878520966","0.044672004878520966","0.044672004878520966","292","292","292","0.04897584766149521","0.04897584766149521","0.04897584766149521","350","350","350","0.0412171371281147","0.0412171371281147","0.0412171371281147","350","350","350","0.051179394125938416","0.051179394125938416","0.051179394125938416"
"58","297","297","297","0.049411311745643616","0.049411311745643616","0.049411311745643616","356","356","356","0.03633793815970421","0.03633793815970421","0.03633793815970421","356","356","356","0.04279026761651039","0.04279026761651039","0.04279026761651039","356","356","356","0.06762097030878067","0.06762097030878067","0.06762097030878067","356","356","356","0.049389056861400604","0.049389056861400604","0.049389056861400604","297","297","297","0.02650538459420204","0.02650538459420204","0.02650538459420204","356","356","356","0.045150794088840485","0.045150794088840485","0.045150794088840485","356","356","356","0.06468794494867325","0.06468794494867325","0.06468794494867325"
"59","302","302","302","0.050829775631427765","0.050829775631427765","0.050829775631427765","362","362","362","0.0502140186727047","0.0502140186727047","0.0502140186727047","362","362","362","0.040049586445093155","0.040049586445093155","0.040049586445093155","362","362","362","0.035354528576135635","0.035354528576135635","0.035354528576135635","362","362","362","0.041197557002305984","0.041197557002305984","0.041197557002305984","302","302","302","0.03392587974667549","0.03392587974667549","0.03392587974667549","362","362","362","0.03639300912618637","0.03639300912618637","0.03639300912618637","362","362","362","0.0504724383354187","0.0504724383354187","0.0504724383354187"
"60","307","307","307","0.05109235644340515","0.05109235644340515","0.05109235644340515","368","368","368","0.05008872225880623","0.05008872225880623","0.05008872225880623","368","368","368","0.045127514749765396","0.045127514749765396","0.045127514749765396","368","368","368","0.04099779203534126","0.04099779203534126","0.04099779203534126","368","368","368","0.05306399241089821","0.05306399241089821","0.05306399241089821","307","307","307","0.05349120870232582","0.05349120870232582","0.05349120870232582","368","368","368","0.05071265250444412","0.05071265250444412","0.05071265250444412","368","368","368","0.03471264988183975","0.03471264988183975","0.03471264988183975"
"61","312","312","312","0.03379467502236366","0.03379467502236366","0.03379467502236366","374","374","374","0.04008246958255768","0.04008246958255768","0.04008246958255768","374","374","374","0.042202651500701904","0.042202651500701904","0.042202651500701904","374","374","374","0.05385471135377884","0.05385471135377884","0.05385471135377884","374","374","374","0.042489927262067795","0.042489927262067795","0.042489927262067795","312","312","312","0.0634603351354599","0.0634603351354599","0.0634603351354599","374","374","374","0.04510340094566345","0.04510340094566345","0.04510340094566345","374","374","374","0.05095348134636879","0.05095348134636879","0.05095348134636879"
