"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MAX"
"36","186","186","186","0.046434491872787476","0.046434491872787476","0.046434491872787476","223","223","223","0.04642618075013161","0.04642618075013161","0.04642618075013161","223","223","223","0.03586919978260994","0.03586919978260994","0.03586919978260994","223","223","223","0.026861848309636116","0.026861848309636116","0.026861848309636116","223","223","223","0.028215955942869186","0.028215955942869186","0.028215955942869186","186","186","186","0.02842671051621437","0.02842671051621437","0.02842671051621437","223","223","223","0.03788541257381439","0.03788541257381439","0.03788541257381439","223","223","223","0.053378619253635406","0.053378619253635406","0.053378619253635406"
"37","191","191","191","0.030848681926727295","0.030848681926727295","0.030848681926727295","229","229","229","0.03611217811703682","0.03611217811703682","0.03611217811703682","229","229","229","0.024627208709716797","0.024627208709716797","0.024627208709716797","229","229","229","0.033148497343063354","0.033148497343063354","0.033148497343063354","229","229","229","0.04775441065430641","0.04775441065430641","0.04775441065430641","191","191","191","0.02725108154118061","0.02725108154118061","0.02725108154118061","229","229","229","0.03934649005532265","0.03934649005532265","0.03934649005532265","229","229","229","0.028327099978923798","0.028327099978923798","0.028327099978923798"
"38","196","196","196","0.028628701344132423","0.028628701344132423","0.028628701344132423","235","235","235","0.01886119320988655","0.01886119320988655","0.01886119320988655","235","235","235","0.03609594702720642","0.03609594702720642","0.03609594702720642","235","235","235","0.03344905003905296","0.03344905003905296","0.03344905003905296","235","235","235","0.030774854123592377","0.030774854123592377","0.030774854123592377","196","196","196","0.037083763629198074","0.037083763629198074","0.037083763629198074","235","235","235","0.04039013385772705","0.04039013385772705","0.04039013385772705","235","235","235","0.029447367414832115","0.029447367414832115","0.029447367414832115"
"39","201","201","201","0.027475979179143906","0.027475979179143906","0.027475979179143906","241","241","241","0.027984436601400375","0.027984436601400375","0.027984436601400375","241","241","241","0.05437902361154556","0.05437902361154556","0.05437902361154556","241","241","241","0.03377486765384674","0.03377486765384674","0.03377486765384674","241","241","241","0.03149930015206337","0.03149930015206337","0.03149930015206337","201","201","201","0.03173097223043442","0.03173097223043442","0.03173097223043442","241","241","241","0.035218495875597","0.035218495875597","0.035218495875597","241","241","241","0.049621570855379105","0.049621570855379105","0.049621570855379105"
"40","206","206","206","0.035067107528448105","0.035067107528448105","0.035067107528448105","247","247","247","0.029446853324770927","0.029446853324770927","0.029446853324770927","247","247","247","0.041352529078722","0.041352529078722","0.041352529078722","247","247","247","0.03465418890118599","0.03465418890118599","0.03465418890118599","247","247","247","0.03481413796544075","0.03481413796544075","0.03481413796544075","206","206","206","0.03561604022979736","0.03561604022979736","0.03561604022979736","247","247","247","0.04789378121495247","0.04789378121495247","0.04789378121495247","247","247","247","0.032440025359392166","0.032440025359392166","0.032440025359392166"
"41","211","211","211","0.03473493456840515","0.03473493456840515","0.03473493456840515","253","253","253","0.06156988441944122","0.06156988441944122","0.06156988441944122","253","253","253","0.0360441729426384","0.0360441729426384","0.0360441729426384","253","253","253","0.0288859736174345","0.0288859736174345","0.0288859736174345","253","253","253","0.03556748852133751","0.03556748852133751","0.03556748852133751","211","211","211","0.04235314577817917","0.04235314577817917","0.04235314577817917","253","253","253","0.03847049921751022","0.03847049921751022","0.03847049921751022","253","253","253","0.03589725121855736","0.03589725121855736","0.03589725121855736"
"42","216","216","216","0.032724980264902115","0.032724980264902115","0.032724980264902115","259","259","259","0.03977940231561661","0.03977940231561661","0.03977940231561661","259","259","259","0.04137732833623886","0.04137732833623886","0.04137732833623886","259","259","259","0.03518029674887657","0.03518029674887657","0.03518029674887657","259","259","259","0.022988449782133102","0.022988449782133102","0.022988449782133102","216","216","216","0.03443845361471176","0.03443845361471176","0.03443845361471176","259","259","259","0.056786224246025085","0.056786224246025085","0.056786224246025085","259","259","259","0.030993785709142685","0.030993785709142685","0.030993785709142685"
"43","221","221","221","0.023727741092443466","0.023727741092443466","0.023727741092443466","265","265","265","0.039464134722948074","0.039464134722948074","0.039464134722948074","265","265","265","0.05541419982910156","0.05541419982910156","0.05541419982910156","265","265","265","0.03122352994978428","0.03122352994978428","0.03122352994978428","265","265","265","0.0343409888446331","0.0343409888446331","0.0343409888446331","221","221","221","0.03760732710361481","0.03760732710361481","0.03760732710361481","265","265","265","0.03174012899398804","0.03174012899398804","0.03174012899398804","265","265","265","0.04165666550397873","0.04165666550397873","0.04165666550397873"
"44","226","226","226","0.037390824407339096","0.037390824407339096","0.037390824407339096","271","271","271","0.03185531124472618","0.03185531124472618","0.03185531124472618","271","271","271","0.03221956267952919","0.03221956267952919","0.03221956267952919","271","271","271","0.02880365215241909","0.02880365215241909","0.02880365215241909","271","271","271","0.025551028549671173","0.025551028549671173","0.025551028549671173","226","226","226","0.029582759365439415","0.029582759365439415","0.029582759365439415","271","271","271","0.04013943672180176","0.04013943672180176","0.04013943672180176","271","271","271","0.05892340838909149","0.05892340838909149","0.05892340838909149"
"45","231","231","231","0.01464882306754589","0.01464882306754589","0.01464882306754589","277","277","277","0.05728234723210335","0.05728234723210335","0.05728234723210335","277","277","277","0.054963674396276474","0.054963674396276474","0.054963674396276474","277","277","277","0.03406302630901337","0.03406302630901337","0.03406302630901337","277","277","277","0.02286550961434841","0.02286550961434841","0.02286550961434841","231","231","231","0.02781624346971512","0.02781624346971512","0.02781624346971512","277","277","277","0.0367337204515934","0.0367337204515934","0.0367337204515934","277","277","277","0.04026711732149124","0.04026711732149124","0.04026711732149124"
"46","236","236","236","0.032106127589941025","0.032106127589941025","0.032106127589941025","283","283","283","0.03508511558175087","0.03508511558175087","0.03508511558175087","283","283","283","0.031357891857624054","0.031357891857624054","0.031357891857624054","283","283","283","0.024284621700644493","0.024284621700644493","0.024284621700644493","283","283","283","0.03537583351135254","0.03537583351135254","0.03537583351135254","236","236","236","0.04745248705148697","0.04745248705148697","0.04745248705148697","283","283","283","0.03701402619481087","0.03701402619481087","0.03701402619481087","283","283","283","0.043784283101558685","0.043784283101558685","0.043784283101558685"
"47","241","241","241","0.0334119088947773","0.0334119088947773","0.0334119088947773","289","289","289","0.058225296437740326","0.058225296437740326","0.058225296437740326","289","289","289","0.034265678375959396","0.034265678375959396","0.034265678375959396","289","289","289","0.032921113073825836","0.032921113073825836","0.032921113073825836","289","289","289","0.03343699872493744","0.03343699872493744","0.03343699872493744","241","241","241","0.0272955521941185","0.0272955521941185","0.0272955521941185","289","289","289","0.042572468519210815","0.042572468519210815","0.042572468519210815","289","289","289","0.03834143653512001","0.03834143653512001","0.03834143653512001"
"48","246","246","246","0.04286428540945053","0.04286428540945053","0.04286428540945053","295","295","295","0.05028465762734413","0.05028465762734413","0.05028465762734413","295","295","295","0.03878818079829216","0.03878818079829216","0.03878818079829216","295","295","295","0.032006919384002686","0.032006919384002686","0.032006919384002686","295","295","295","0.035721201449632645","0.035721201449632645","0.035721201449632645","246","246","246","0.027478909119963646","0.027478909119963646","0.027478909119963646","295","295","295","0.030261076986789703","0.030261076986789703","0.030261076986789703","295","295","295","0.03775443881750107","0.03775443881750107","0.03775443881750107"
"49","251","251","251","0.04074142873287201","0.04074142873287201","0.04074142873287201","301","301","301","0.03699171543121338","0.03699171543121338","0.03699171543121338","301","301","301","0.0212000273168087","0.0212000273168087","0.0212000273168087","301","301","301","0.05049096792936325","0.05049096792936325","0.05049096792936325","301","301","301","0.030438484624028206","0.030438484624028206","0.030438484624028206","251","251","251","0.03999120742082596","0.03999120742082596","0.03999120742082596","301","301","301","0.03129997476935387","0.03129997476935387","0.03129997476935387","301","301","301","0.0364161878824234","0.0364161878824234","0.0364161878824234"
"50","256","256","256","0.04918942227959633","0.04918942227959633","0.04918942227959633","307","307","307","0.04532930254936218","0.04532930254936218","0.04532930254936218","307","307","307","0.03503214940428734","0.03503214940428734","0.03503214940428734","307","307","307","0.03326879069209099","0.03326879069209099","0.03326879069209099","307","307","307","0.034921277314424515","0.034921277314424515","0.034921277314424515","256","256","256","0.0351887084543705","0.0351887084543705","0.0351887084543705","307","307","307","0.035477351397275925","0.035477351397275925","0.035477351397275925","307","307","307","0.05780189856886864","0.05780189856886864","0.05780189856886864"
"51","261","261","261","0.030687090009450912","0.030687090009450912","0.030687090009450912","313","313","313","0.0290310550481081","0.0290310550481081","0.0290310550481081","313","313","313","0.03671885281801224","0.03671885281801224","0.03671885281801224","313","313","313","0.032330527901649475","0.032330527901649475","0.032330527901649475","313","313","313","0.02631397731602192","0.02631397731602192","0.02631397731602192","261","261","261","0.05558161064982414","0.05558161064982414","0.05558161064982414","313","313","313","0.045437783002853394","0.045437783002853394","0.045437783002853394","313","313","313","0.026161927729845047","0.026161927729845047","0.026161927729845047"
"52","266","266","266","0.032608114182949066","0.032608114182949066","0.032608114182949066","319","319","319","0.03983623534440994","0.03983623534440994","0.03983623534440994","319","319","319","0.04188619181513786","0.04188619181513786","0.04188619181513786","319","319","319","0.047534406185150146","0.047534406185150146","0.047534406185150146","319","319","319","0.06292610615491867","0.06292610615491867","0.06292610615491867","266","266","266","0.03736468404531479","0.03736468404531479","0.03736468404531479","319","319","319","0.051357951015233994","0.051357951015233994","0.051357951015233994","319","319","319","0.04717567190527916","0.04717567190527916","0.04717567190527916"
"53","271","271","271","0.04438702017068863","0.04438702017068863","0.04438702017068863","325","325","325","0.025440732017159462","0.025440732017159462","0.025440732017159462","325","325","325","0.049810394644737244","0.049810394644737244","0.049810394644737244","325","325","325","0.02094535529613495","0.02094535529613495","0.02094535529613495","325","325","325","0.03781889006495476","0.03781889006495476","0.03781889006495476","271","271","271","0.029093284159898758","0.029093284159898758","0.029093284159898758","325","325","325","0.041976165026426315","0.041976165026426315","0.041976165026426315","325","325","325","0.03569408878684044","0.03569408878684044","0.03569408878684044"
"54","276","276","276","0.022626463323831558","0.022626463323831558","0.022626463323831558","331","331","331","0.032096393406391144","0.032096393406391144","0.032096393406391144","331","331","331","0.03494389355182648","0.03494389355182648","0.03494389355182648","331","331","331","0.04828767850995064","0.04828767850995064","0.04828767850995064","331","331","331","0.05096425861120224","0.05096425861120224","0.05096425861120224","276","276","276","0.03743213042616844","0.03743213042616844","0.03743213042616844","331","331","331","0.033462122082710266","0.033462122082710266","0.033462122082710266","331","331","331","0.04038640111684799","0.04038640111684799","0.04038640111684799"
"55","281","281","281","0.04437015578150749","0.04437015578150749","0.04437015578150749","337","337","337","0.05283231660723686","0.05283231660723686","0.05283231660723686","337","337","337","0.0516095906496048","0.0516095906496048","0.0516095906496048","337","337","337","0.0449388287961483","0.0449388287961483","0.0449388287961483","337","337","337","0.0359361506998539","0.0359361506998539","0.0359361506998539","281","281","281","0.03780755028128624","0.03780755028128624","0.03780755028128624","337","337","337","0.04884922504425049","0.04884922504425049","0.04884922504425049","337","337","337","0.040398359298706055","0.040398359298706055","0.040398359298706055"
"56","286","286","286","0.0515972301363945","0.0515972301363945","0.0515972301363945","343","343","343","0.03212074190378189","0.03212074190378189","0.03212074190378189","343","343","343","0.041095852851867676","0.041095852851867676","0.041095852851867676","343","343","343","0.041647929698228836","0.041647929698228836","0.041647929698228836","343","343","343","0.02800239436328411","0.02800239436328411","0.02800239436328411","286","286","286","0.03229612112045288","0.03229612112045288","0.03229612112045288","343","343","343","0.027607083320617676","0.027607083320617676","0.027607083320617676","343","343","343","0.05542895197868347","0.05542895197868347","0.05542895197868347"
"57","291","291","291","0.04750439524650574","0.04750439524650574","0.04750439524650574","349","349","349","0.0440838523209095","0.0440838523209095","0.0440838523209095","349","349","349","0.029370661824941635","0.029370661824941635","0.029370661824941635","349","349","349","0.03428666666150093","0.03428666666150093","0.03428666666150093","349","349","349","0.039847541600465775","0.039847541600465775","0.039847541600465775","291","291","291","0.04847127944231033","0.04847127944231033","0.04847127944231033","349","349","349","0.04705094173550606","0.04705094173550606","0.04705094173550606","349","349","349","0.047971781343221664","0.047971781343221664","0.047971781343221664"
"58","296","296","296","0.03594638779759407","0.03594638779759407","0.03594638779759407","355","355","355","0.04191788658499718","0.04191788658499718","0.04191788658499718","355","355","355","0.03289413824677467","0.03289413824677467","0.03289413824677467","355","355","355","0.046506643295288086","0.046506643295288086","0.046506643295288086","355","355","355","0.04261370748281479","0.04261370748281479","0.04261370748281479","296","296","296","0.021228723227977753","0.021228723227977753","0.021228723227977753","355","355","355","0.0319569930434227","0.0319569930434227","0.0319569930434227","355","355","355","0.05142924562096596","0.05142924562096596","0.05142924562096596"
"59","301","301","301","0.042706869542598724","0.042706869542598724","0.042706869542598724","361","361","361","0.03665241226553917","0.03665241226553917","0.03665241226553917","361","361","361","0.03415301442146301","0.03415301442146301","0.03415301442146301","361","361","361","0.030527371913194656","0.030527371913194656","0.030527371913194656","361","361","361","0.03129846230149269","0.03129846230149269","0.03129846230149269","301","301","301","0.022514713928103447","0.022514713928103447","0.022514713928103447","361","361","361","0.032389599829912186","0.032389599829912186","0.032389599829912186","361","361","361","0.041994646191596985","0.041994646191596985","0.041994646191596985"
"60","306","306","306","0.030013171955943108","0.030013171955943108","0.030013171955943108","367","367","367","0.03812996670603752","0.03812996670603752","0.03812996670603752","367","367","367","0.03349922224879265","0.03349922224879265","0.03349922224879265","367","367","367","0.030831994488835335","0.030831994488835335","0.030831994488835335","367","367","367","0.033963270485401154","0.033963270485401154","0.033963270485401154","306","306","306","0.043587975203990936","0.043587975203990936","0.043587975203990936","367","367","367","0.04750790446996689","0.04750790446996689","0.04750790446996689","367","367","367","0.02377293072640896","0.02377293072640896","0.02377293072640896"
"61","311","311","311","0.020548056811094284","0.020548056811094284","0.020548056811094284","373","373","373","0.038780584931373596","0.038780584931373596","0.038780584931373596","373","373","373","0.03340800851583481","0.03340800851583481","0.03340800851583481","373","373","373","0.040889911353588104","0.040889911353588104","0.040889911353588104","373","373","373","0.03744550421833992","0.03744550421833992","0.03744550421833992","311","311","311","0.04474858194589615","0.04474858194589615","0.04474858194589615","373","373","373","0.03936685249209404","0.03936685249209404","0.03936685249209404","373","373","373","0.041936829686164856","0.041936829686164856","0.041936829686164856"
