"Train/step","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MIN","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"20543","","","","","","","","","","","","","","","","","","","","","","","","","-1.500213384628296","-1.500213384628296","-1.500213384628296","954","954","954"
"20612","","","","","","","-1.349175214767456","-1.349175214767456","-1.349175214767456","981","981","981","","","","","","","","","","","","","","","","","",""
"20660","","","","","","","","","","","","","-1.4324612617492676","-1.4324612617492676","-1.4324612617492676","981","981","981","-1.4324612617492676","-1.4324612617492676","-1.4324612617492676","981","981","981","","","","","",""
"20750","-1.3807339668273926","-1.3807339668273926","-1.3807339668273926","1240","1240","1240","","","","","","","","","","","","","","","","","","","","","","","",""
"21013","","","","","","","","","","","","","","","","","","","","","","","","","-1.379231333732605","-1.379231333732605","-1.379231333732605","979","979","979"
"21190","","","","","","","","","","","","","-1.2856712341308594","-1.2856712341308594","-1.2856712341308594","1006","1006","1006","-1.2856712341308594","-1.2856712341308594","-1.2856712341308594","1006","1006","1006","","","","","",""
"21260","-1.2134130001068115","-1.2134130001068115","-1.2134130001068115","1265","1265","1265","","","","","","","","","","","","","","","","","","","","","","","",""
"21282","","","","","","","-1.323065161705017","-1.323065161705017","-1.323065161705017","1006","1006","1006","","","","","","","","","","","","","","","","","",""
"21693","","","","","","","","","","","","","","","","","","","","","","","","","-1.4972883462905884","-1.4972883462905884","-1.4972883462905884","1004","1004","1004"
"21750","-1.2423869371414185","-1.2423869371414185","-1.2423869371414185","1290","1290","1290","","","","","","","","","","","","","","","","","","","","","","","",""
"21760","","","","","","","","","","","","","-1.418768286705017","-1.418768286705017","-1.418768286705017","1031","1031","1031","-1.418768286705017","-1.418768286705017","-1.418768286705017","1031","1031","1031","","","","","",""
"21922","","","","","","","-1.5336713790893555","-1.5336713790893555","-1.5336713790893555","1031","1031","1031","","","","","","","","","","","","","","","","","",""
"22220","","","","","","","","","","","","","-1.3283843994140625","-1.3283843994140625","-1.3283843994140625","1092","1092","1092","-1.3283843994140625","-1.3283843994140625","-1.3283843994140625","1089","1089","1089","","","","","",""
"22233","","","","","","","","","","","","","","","","","","","","","","","","","-1.3469654321670532","-1.3469654321670532","-1.3469654321670532","1029","1029","1029"
"22322","","","","","","","-1.386012077331543","-1.386012077331543","-1.386012077331543","1088","1088","1088","","","","","","","","","","","","","","","","","",""
"22450","-1.4030877351760864","-1.4030877351760864","-1.4030877351760864","1352","1352","1352","","","","","","","","","","","","","","","","","","","","","","","",""
"22740","","","","","","","","","","","","","-1.2308229207992554","-1.2308229207992554","-1.2308229207992554","1117","1117","1117","-1.4406042098999023","-1.4406042098999023","-1.4406042098999023","1114","1114","1114","","","","","",""
"22743","","","","","","","","","","","","","","","","","","","","","","","","","-1.3914581537246704","-1.3914581537246704","-1.3914581537246704","1087","1087","1087"
"22792","","","","","","","-1.4389947652816772","-1.4389947652816772","-1.4389947652816772","1113","1113","1113","","","","","","","","","","","","","","","","","",""
"23000","-1.340730905532837","-1.340730905532837","-1.340730905532837","1377","1377","1377","","","","","","","","","","","","","","","","","","","","","","","",""
"23310","","","","","","","","","","","","","","","","","","","-1.4391629695892334","-1.4391629695892334","-1.4391629695892334","1139","1139","1139","","","","","",""
"23313","","","","","","","","","","","","","","","","","","","","","","","","","-1.390017032623291","-1.390017032623291","-1.390017032623291","1112","1112","1112"
"23402","","","","","","","-1.537581443786621","-1.537581443786621","-1.537581443786621","1138","1138","1138","","","","","","","","","","","","","","","","","",""
"23580","-1.3453730344772339","-1.3453730344772339","-1.3453730344772339","1402","1402","1402","","","","","","","","","","","","","","","","","","","","","","","",""
"23843","","","","","","","","","","","","","","","","","","","","","","","","","-1.446516513824463","-1.446516513824463","-1.446516513824463","1137","1137","1137"
"23910","","","","","","","","","","","","","-1.4572001695632935","-1.4572001695632935","-1.4572001695632935","1142","1142","1142","","","","","","","","","","","",""
"23912","","","","","","","-1.4627628326416016","-1.4627628326416016","-1.4627628326416016","1163","1163","1163","","","","","","","","","","","","","","","","","",""
"23940","","","","","","","","","","","","","","","","","","","-1.4918421506881714","-1.4918421506881714","-1.4918421506881714","1164","1164","1164","","","","","",""
"24140","-1.2793461084365845","-1.2793461084365845","-1.2793461084365845","1427","1427","1427","","","","","","","","","","","","","","","","","","","","","","","",""
"24433","","","","","","","","","","","","","","","","","","","","","","","","","-1.4542707204818726","-1.4542707204818726","-1.4542707204818726","1162","1162","1162"
"24480","","","","","","","","","","","","","-1.4074387550354004","-1.4074387550354004","-1.4074387550354004","1167","1167","1167","","","","","","","","","","","",""
"24502","","","","","","","-1.4336978197097778","-1.4336978197097778","-1.4336978197097778","1188","1188","1188","","","","","","","","","","","","","","","","","",""
"24550","","","","","","","","","","","","","","","","","","","-1.4807395935058594","-1.4807395935058594","-1.4807395935058594","1189","1189","1189","","","","","",""
"24670","-1.2261645793914795","-1.2261645793914795","-1.2261645793914795","1452","1452","1452","","","","","","","","","","","","","","","","","","","","","","","",""
"24993","","","","","","","","","","","","","","","","","","","","","","","","","-1.4373836517333984","-1.4373836517333984","-1.4373836517333984","1187","1187","1187"
"25032","","","","","","","-1.329086422920227","-1.329086422920227","-1.329086422920227","1213","1213","1213","","","","","","","","","","","","","","","","","",""
"25090","","","","","","","","","","","","","-1.4666849374771118","-1.4666849374771118","-1.4666849374771118","1192","1192","1192","","","","","","","","","","","",""
"25130","","","","","","","","","","","","","","","","","","","-1.6421210765838623","-1.6421210765838623","-1.6421210765838623","1214","1214","1214","","","","","",""
"25150","-1.235567331314087","-1.235567331314087","-1.235567331314087","1514","1514","1514","","","","","","","","","","","","","","","","","","","","","","","",""
"25640","","","","","","","","","","","","","-1.4941014051437378","-1.4941014051437378","-1.4941014051437378","1217","1217","1217","","","","","","","","","","","",""
"25642","","","","","","","-1.3483260869979858","-1.3483260869979858","-1.3483260869979858","1238","1238","1238","","","","","","","","","","","","","","","","","",""
"25693","","","","","","","","","","","","","","","","","","","","","","","","","-1.5499950647354126","-1.5499950647354126","-1.5499950647354126","1212","1212","1212"
"25740","","","","","","","","","","","","","","","","","","","-1.6320228576660156","-1.6320228576660156","-1.6320228576660156","1239","1239","1239","","","","","",""
"26020","-1.5693891048431396","-1.5693891048431396","-1.5693891048431396","1539","1539","1539","","","","","","","","","","","","","","","","","","","","","","","",""
"26262","","","","","","","-1.2887412309646606","-1.2887412309646606","-1.2887412309646606","1263","1263","1263","","","","","","","","","","","","","","","","","",""
"26480","","","","","","","","","","","","","-1.7522708177566528","-1.7522708177566528","-1.7522708177566528","1242","1242","1242","","","","","","","","","","","",""
"26490","","","","","","","","","","","","","","","","","","","-1.6562432050704956","-1.6562432050704956","-1.6562432050704956","1264","1264","1264","","","","","",""
"26523","","","","","","","","","","","","","","","","","","","","","","","","","-1.8411810398101807","-1.8411810398101807","-1.8411810398101807","1237","1237","1237"
"26570","-1.422891616821289","-1.422891616821289","-1.422891616821289","1564","1564","1564","","","","","","","","","","","","","","","","","","","","","","","",""
"26822","","","","","","","-1.3927175998687744","-1.3927175998687744","-1.3927175998687744","1288","1288","1288","","","","","","","","","","","","","","","","","",""
"26990","","","","","","","","","","","","","-1.5593525171279907","-1.5593525171279907","-1.5593525171279907","1267","1267","1267","","","","","","","","","","","",""
"26993","","","","","","","","","","","","","","","","","","","","","","","","","-1.6703569889068604","-1.6703569889068604","-1.6703569889068604","1262","1262","1262"
"27000","","","","","","","","","","","","","","","","","","","-1.7613683938980103","-1.7613683938980103","-1.7613683938980103","1289","1289","1289","","","","","",""
"27160","-1.564376950263977","-1.564376950263977","-1.564376950263977","1589","1589","1589","","","","","","","","","","","","","","","","","","","","","","","",""
"27332","","","","","","","-1.4323655366897583","-1.4323655366897583","-1.4323655366897583","1313","1313","1313","","","","","","","","","","","","","","","","","",""
"27510","","","","","","","","","","","","","-1.5865675210952759","-1.5865675210952759","-1.5865675210952759","1292","1292","1292","-1.7148107290267944","-1.7148107290267944","-1.7148107290267944","1314","1314","1314","","","","","",""
"27583","","","","","","","","","","","","","","","","","","","","","","","","","-1.5581079721450806","-1.5581079721450806","-1.5581079721450806","1287","1287","1287"
"27630","-1.5141459703445435","-1.5141459703445435","-1.5141459703445435","1614","1614","1614","","","","","","","","","","","","","","","","","","","","","","","",""
"28012","","","","","","","-1.6413347721099854","-1.6413347721099854","-1.6413347721099854","1338","1338","1338","","","","","","","","","","","","","","","","","",""
"28143","","","","","","","","","","","","","","","","","","","","","","","","","-1.664478063583374","-1.664478063583374","-1.664478063583374","1312","1312","1312"
"28180","-1.5931060314178467","-1.5931060314178467","-1.5931060314178467","1677","1677","1677","","","","","","","-1.7381089925765991","-1.7381089925765991","-1.7381089925765991","1317","1317","1317","-1.8859516382217407","-1.8859516382217407","-1.8859516382217407","1339","1339","1339","","","","","",""
"28730","-1.5184746980667114","-1.5184746980667114","-1.5184746980667114","1702","1702","1702","","","","","","","","","","","","","","","","","","","","","","","",""
"28770","","","","","","","","","","","","","-1.8713065385818481","-1.8713065385818481","-1.8713065385818481","1342","1342","1342","-1.8553413152694702","-1.8553413152694702","-1.8553413152694702","1364","1364","1364","","","","","",""
"28813","","","","","","","","","","","","","","","","","","","","","","","","","-1.8197643756866455","-1.8197643756866455","-1.8197643756866455","1337","1337","1337"
"28832","","","","","","","-1.8732973337173462","-1.8732973337173462","-1.8732973337173462","1363","1363","1363","","","","","","","","","","","","","","","","","",""
"29230","-1.42659330368042","-1.42659330368042","-1.42659330368042","1727","1727","1727","","","","","","","","","","","","","","","","","","","","","","","",""
"29260","","","","","","","","","","","","","-1.6976124048233032","-1.6976124048233032","-1.6976124048233032","1367","1367","1367","","","","","","","","","","","",""
"29273","","","","","","","","","","","","","","","","","","","","","","","","","-1.7458447217941284","-1.7458447217941284","-1.7458447217941284","1362","1362","1362"
"29342","","","","","","","-1.7556707859039307","-1.7556707859039307","-1.7556707859039307","1388","1388","1388","","","","","","","","","","","","","","","","","",""
"29800","-1.3906688690185547","-1.3906688690185547","-1.3906688690185547","1752","1752","1752","","","","","","","","","","","","","","","","","","","","","","","",""
"29810","","","","","","","","","","","","","-1.6268824338912964","-1.6268824338912964","-1.6268824338912964","1392","1392","1392","","","","","","","","","","","",""
"29902","","","","","","","-1.6662507057189941","-1.6662507057189941","-1.6662507057189941","1413","1413","1413","","","","","","","","","","","","","","","","","",""
"29923","","","","","","","","","","","","","","","","","","","","","","","","","-1.7403311729431152","-1.7403311729431152","-1.7403311729431152","1387","1387","1387"
"30050","","","","","","","","","","","","","","","","","","","-1.9907687902450562","-1.9907687902450562","-1.9907687902450562","1412","1412","1412","","","","","",""
"30373","","","","","","","","","","","","","","","","","","","","","","","","","-1.5372395515441895","-1.5372395515441895","-1.5372395515441895","1412","1412","1412"
"30400","-1.573403000831604","-1.573403000831604","-1.573403000831604","1777","1777","1777","","","","","","","","","","","","","","","","","","","","","","","",""
"30410","","","","","","","","","","","","","-1.5938763618469238","-1.5938763618469238","-1.5938763618469238","1417","1417","1417","","","","","","","","","","","",""
"30482","","","","","","","-1.660574197769165","-1.660574197769165","-1.660574197769165","1438","1438","1438","","","","","","","","","","","","","","","","","",""
"30580","","","","","","","","","","","","","","","","","","","-1.843717336654663","-1.843717336654663","-1.843717336654663","1437","1437","1437","","","","","",""
"30850","","","","","","","","","","","","","-1.4109066724777222","-1.4109066724777222","-1.4109066724777222","1442","1442","1442","","","","","","","","","","","",""
