"Evaluate/step_episode","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpProgress","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpProgress__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpProgress__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpProgress","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpProgress__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpProgress__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpProgress","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpProgress__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpProgress__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpProgress","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpProgress__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpProgress__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"148","1","1","1","2777","2777","2777","1","1","1","18213","18213","18213","1","1","1","18288","18288","18288","1","1","1","18128","18128","18128","1","1","1","18170","18170","18170"
"149","1","1","1","2781","2781","2781","1","1","1","18217","18217","18217","1","1","1","18292","18292","18292","1","1","1","18132","18132","18132","1","1","1","18174","18174","18174"
"150","1","1","1","2785","2785","2785","1","1","1","18221","18221","18221","1","1","1","18296","18296","18296","1","1","1","18136","18136","18136","1","1","1","18178","18178","18178"
"151","1","1","1","2789","2789","2789","1","1","1","18225","18225","18225","1","1","1","18300","18300","18300","1","1","1","18140","18140","18140","1","1","1","18182","18182","18182"
"152","1","1","1","2793","2793","2793","1","1","1","18229","18229","18229","1","1","1","18304","18304","18304","1","1","1","18144","18144","18144","1","1","1","18186","18186","18186"
"153","1","1","1","2923","2923","2923","1","1","1","19265","19265","19265","1","1","1","19351","19351","19351","1","1","1","19180","19180","19180","1","1","1","19223","19223","19223"
"154","1","1","1","2927","2927","2927","1","1","1","19269","19269","19269","1","1","1","19355","19355","19355","1","1","1","19184","19184","19184","1","1","1","19227","19227","19227"
"155","1","1","1","2931","2931","2931","1","1","1","19273","19273","19273","1","1","1","19359","19359","19359","1","1","1","19188","19188","19188","1","1","1","19231","19231","19231"
"156","1","1","1","2935","2935","2935","1","1","1","19277","19277","19277","1","1","1","19363","19363","19363","1","1","1","19192","19192","19192","1","1","1","19235","19235","19235"
"157","1","1","1","2939","2939","2939","1","1","1","19281","19281","19281","1","1","1","19367","19367","19367","1","1","1","19196","19196","19196","1","1","1","19239","19239","19239"
"158","1","1","1","2943","2943","2943","1","1","1","19285","19285","19285","1","1","1","19371","19371","19371","1","1","1","19200","19200","19200","1","1","1","19243","19243","19243"
"159","1","1","1","2947","2947","2947","1","1","1","19289","19289","19289","1","1","1","19375","19375","19375","1","1","1","19204","19204","19204","1","1","1","19247","19247","19247"
"160","1","1","1","2951","2951","2951","1","1","1","19293","19293","19293","1","1","1","19379","19379","19379","1","1","1","19208","19208","19208","1","1","1","19251","19251","19251"
"161","1","1","1","2955","2955","2955","1","1","1","19297","19297","19297","1","1","1","19383","19383","19383","1","1","1","19212","19212","19212","1","1","1","19255","19255","19255"
"162","0.6","0.6","0.6","3135","3135","3135","1","1","1","20340","20340","20340","1","1","1","20423","20423","20423","1","1","1","20248","20248","20248","1","1","1","20292","20292","20292"
"163","0.2","0.2","0.2","3139","3139","3139","1","1","1","20344","20344","20344","1","1","1","20427","20427","20427","1","1","1","20252","20252","20252","1","1","1","20296","20296","20296"
"164","0.2","0.2","0.2","3143","3143","3143","1","1","1","20348","20348","20348","1","1","1","20431","20431","20431","1","1","1","20256","20256","20256","1","1","1","20300","20300","20300"
"165","0","0","0","3147","3147","3147","1","1","1","20352","20352","20352","1","1","1","20435","20435","20435","1","1","1","20260","20260","20260","1","1","1","20304","20304","20304"
"166","0.4","0.4","0.4","3151","3151","3151","1","1","1","20356","20356","20356","1","1","1","20439","20439","20439","1","1","1","20264","20264","20264","1","1","1","20308","20308","20308"
"167","0.2","0.2","0.2","3155","3155","3155","1","1","1","20360","20360","20360","1","1","1","20444","20444","20444","1","1","1","20268","20268","20268","1","1","1","20312","20312","20312"
"168","0","0","0","3159","3159","3159","1","1","1","20364","20364","20364","1","1","1","20448","20448","20448","1","1","1","20272","20272","20272","1","1","1","20316","20316","20316"
"169","0.2","0.2","0.2","3163","3163","3163","1","1","1","20368","20368","20368","1","1","1","20452","20452","20452","1","1","1","20276","20276","20276","1","1","1","20320","20320","20320"
"170","0.4","0.4","0.4","3167","3167","3167","1","1","1","20372","20372","20372","1","1","1","20456","20456","20456","1","1","1","20280","20280","20280","1","1","1","20324","20324","20324"
"171","1","1","1","3342","3342","3342","1","1","1","21408","21408","21408","1","1","1","21497","21497","21497","1","1","1","21316","21316","21316","1","1","1","21360","21360","21360"
"172","1","1","1","3346","3346","3346","1","1","1","21412","21412","21412","1","1","1","21501","21501","21501","1","1","1","21320","21320","21320","1","1","1","21364","21364","21364"
"173","1","1","1","3350","3350","3350","1","1","1","21416","21416","21416","1","1","1","21505","21505","21505","1","1","1","21324","21324","21324","1","1","1","21368","21368","21368"
"174","1","1","1","3354","3354","3354","1","1","1","21420","21420","21420","1","1","1","21509","21509","21509","1","1","1","21328","21328","21328","1","1","1","21372","21372","21372"
"175","1","1","1","3360","3360","3360","1","1","1","21424","21424","21424","1","1","1","21513","21513","21513","1","1","1","21332","21332","21332","1","1","1","21376","21376","21376"
"176","1","1","1","3364","3364","3364","1","1","1","21428","21428","21428","1","1","1","21517","21517","21517","1","1","1","21336","21336","21336","1","1","1","21380","21380","21380"
"177","1","1","1","3368","3368","3368","1","1","1","21432","21432","21432","1","1","1","21521","21521","21521","1","1","1","21340","21340","21340","1","1","1","21384","21384","21384"
"178","1","1","1","3372","3372","3372","1","1","1","21436","21436","21436","1","1","1","21525","21525","21525","1","1","1","21344","21344","21344","1","1","1","21388","21388","21388"
"179","1","1","1","3376","3376","3376","1","1","1","21440","21440","21440","1","1","1","21529","21529","21529","1","1","1","21348","21348","21348","1","1","1","21392","21392","21392"
"180","1","1","1","3554","3554","3554","1","1","1","22476","22476","22476","1","1","1","22575","22575","22575","1","1","1","22384","22384","22384","1","1","1","22428","22428","22428"
"181","1","1","1","3558","3558","3558","1","1","1","22480","22480","22480","1","1","1","22579","22579","22579","1","1","1","22388","22388","22388","1","1","1","22432","22432","22432"
"182","1","1","1","3562","3562","3562","1","1","1","22484","22484","22484","1","1","1","22583","22583","22583","1","1","1","22392","22392","22392","1","1","1","22436","22436","22436"
"183","1","1","1","3566","3566","3566","1","1","1","22488","22488","22488","1","1","1","22587","22587","22587","1","1","1","22396","22396","22396","1","1","1","22440","22440","22440"
"184","1","1","1","3570","3570","3570","1","1","1","22492","22492","22492","1","1","1","22591","22591","22591","1","1","1","22400","22400","22400","1","1","1","22444","22444","22444"
"185","1","1","1","3574","3574","3574","1","1","1","22496","22496","22496","1","1","1","22595","22595","22595","1","1","1","22404","22404","22404","1","1","1","22448","22448","22448"
"186","1","1","1","3578","3578","3578","1","1","1","22500","22500","22500","1","1","1","22599","22599","22599","1","1","1","22408","22408","22408","1","1","1","22452","22452","22452"
"187","1","1","1","3582","3582","3582","1","1","1","22504","22504","22504","1","1","1","22603","22603","22603","1","1","1","22412","22412","22412","1","1","1","22456","22456","22456"
"188","1","1","1","3586","3586","3586","1","1","1","22508","22508","22508","1","1","1","22607","22607","22607","1","1","1","22416","22416","22416","1","1","1","22460","22460","22460"
"189","1","1","1","3769","3769","3769","1","1","1","23549","23549","23549","1","1","1","23647","23647","23647","1","1","1","23457","23457","23457","1","1","1","23497","23497","23497"
"190","1","1","1","3773","3773","3773","1","1","1","23553","23553","23553","1","1","1","23651","23651","23651","1","1","1","23461","23461","23461","1","1","1","23501","23501","23501"
"191","1","1","1","3777","3777","3777","1","1","1","23557","23557","23557","1","1","1","23655","23655","23655","1","1","1","23465","23465","23465","1","1","1","23505","23505","23505"
"192","1","1","1","3781","3781","3781","1","1","1","23561","23561","23561","1","1","1","23659","23659","23659","1","1","1","23469","23469","23469","1","1","1","23509","23509","23509"
"193","1","1","1","3785","3785","3785","1","1","1","23565","23565","23565","1","1","1","23663","23663","23663","1","1","1","23473","23473","23473","1","1","1","23513","23513","23513"
"194","1","1","1","3789","3789","3789","1","1","1","23569","23569","23569","1","1","1","23667","23667","23667","1","1","1","23477","23477","23477","1","1","1","23517","23517","23517"
"195","1","1","1","3793","3793","3793","1","1","1","23573","23573","23573","1","1","1","23671","23671","23671","1","1","1","23481","23481","23481","1","1","1","23521","23521","23521"
"196","1","1","1","3797","3797","3797","1","1","1","23577","23577","23577","1","1","1","23675","23675","23675","1","1","1","23485","23485","23485","1","1","1","23525","23525","23525"
"197","1","1","1","3801","3801","3801","1","1","1","23581","23581","23581","1","1","1","23679","23679","23679","1","1","1","23489","23489","23489","1","1","1","23529","23529","23529"
"198","1","1","1","3966","3966","3966","1","1","1","24623","24623","24623","1","1","1","24718","24718","24718","1","1","1","24525","24525","24525","1","1","1","24565","24565","24565"
"199","1","1","1","3970","3970","3970","1","1","1","24627","24627","24627","1","1","1","24722","24722","24722","1","1","1","24529","24529","24529","1","1","1","24569","24569","24569"
"200","1","1","1","3974","3974","3974","1","1","1","24631","24631","24631","1","1","1","24726","24726","24726","1","1","1","24533","24533","24533","1","1","1","24573","24573","24573"
"201","1","1","1","3978","3978","3978","1","1","1","24635","24635","24635","1","1","1","24730","24730","24730","1","1","1","24537","24537","24537","1","1","1","24577","24577","24577"
"202","1","1","1","3982","3982","3982","1","1","1","24639","24639","24639","1","1","1","24734","24734","24734","1","1","1","24541","24541","24541","1","1","1","24581","24581","24581"
"203","1","1","1","3986","3986","3986","1","1","1","24643","24643","24643","1","1","1","24738","24738","24738","1","1","1","24545","24545","24545","1","1","1","24585","24585","24585"
"204","1","1","1","3990","3990","3990","1","1","1","24647","24647","24647","1","1","1","24742","24742","24742","1","1","1","24549","24549","24549","1","1","1","24589","24589","24589"
"205","1","1","1","3994","3994","3994","1","1","1","24651","24651","24651","1","1","1","24746","24746","24746","1","1","1","24553","24553","24553","1","1","1","24593","24593","24593"
"206","1","1","1","3998","3998","3998","1","1","1","24655","24655","24655","1","1","1","24750","24750","24750","1","1","1","24557","24557","24557","1","1","1","24597","24597","24597"
"207","1","1","1","4153","4153","4153","1","1","1","25696","25696","25696","1","1","1","25788","25788","25788","1","1","1","25594","25594","25594","1","1","1","25638","25638","25638"
"208","1","1","1","4157","4157","4157","1","1","1","25700","25700","25700","1","1","1","25792","25792","25792","1","1","1","25598","25598","25598","1","1","1","25642","25642","25642"
"209","1","1","1","4161","4161","4161","1","1","1","25704","25704","25704","1","1","1","25796","25796","25796","1","1","1","25602","25602","25602","1","1","1","25646","25646","25646"
"210","1","1","1","4165","4165","4165","1","1","1","25708","25708","25708","1","1","1","25800","25800","25800","1","1","1","25606","25606","25606","1","1","1","25650","25650","25650"
"211","1","1","1","4169","4169","4169","1","1","1","25712","25712","25712","1","1","1","25804","25804","25804","1","1","1","25610","25610","25610","0.9","0.9","0.9","25654","25654","25654"
"212","1","1","1","4173","4173","4173","1","1","1","25716","25716","25716","1","1","1","25808","25808","25808","1","1","1","25614","25614","25614","1","1","1","25658","25658","25658"
"213","1","1","1","4177","4177","4177","1","1","1","25720","25720","25720","1","1","1","25812","25812","25812","1","1","1","25618","25618","25618","1","1","1","25662","25662","25662"
"214","1","1","1","4181","4181","4181","1","1","1","25724","25724","25724","1","1","1","25816","25816","25816","1","1","1","25622","25622","25622","1","1","1","25666","25666","25666"
"215","1","1","1","4185","4185","4185","1","1","1","25728","25728","25728","1","1","1","25820","25820","25820","1","1","1","25626","25626","25626","1","1","1","25670","25670","25670"
"216","1","1","1","4337","4337","4337","1","1","1","26765","26765","26765","1","1","1","26859","26859","26859","1","1","1","26662","26662","26662","1","1","1","26706","26706","26706"
"217","1","1","1","4341","4341","4341","1","1","1","26769","26769","26769","1","1","1","26863","26863","26863","1","1","1","26666","26666","26666","1","1","1","26710","26710","26710"
"218","1","1","1","4345","4345","4345","1","1","1","26773","26773","26773","1","1","1","26867","26867","26867","1","1","1","26670","26670","26670","1","1","1","26714","26714","26714"
"219","1","1","1","4349","4349","4349","1","1","1","26777","26777","26777","1","1","1","26871","26871","26871","1","1","1","26674","26674","26674","1","1","1","26718","26718","26718"
"220","1","1","1","4353","4353","4353","1","1","1","26781","26781","26781","1","1","1","26875","26875","26875","1","1","1","26678","26678","26678","1","1","1","26722","26722","26722"
"221","1","1","1","4357","4357","4357","1","1","1","26785","26785","26785","1","1","1","26879","26879","26879","1","1","1","26682","26682","26682","1","1","1","26726","26726","26726"
"222","1","1","1","4361","4361","4361","1","1","1","26789","26789","26789","1","1","1","26883","26883","26883","1","1","1","26686","26686","26686","1","1","1","26730","26730","26730"
"223","1","1","1","4365","4365","4365","1","1","1","26793","26793","26793","1","1","1","26887","26887","26887","1","1","1","26690","26690","26690","1","1","1","26734","26734","26734"
"224","1","1","1","4369","4369","4369","1","1","1","26797","26797","26797","1","1","1","26891","26891","26891","1","1","1","26694","26694","26694","1","1","1","26738","26738","26738"
"225","1","1","1","4528","4528","4528","1","1","1","27838","27838","27838","1","1","1","27930","27930","27930","1","1","1","27735","27735","27735","1","1","1","27774","27774","27774"
"226","1","1","1","4532","4532","4532","1","1","1","27842","27842","27842","1","1","1","27934","27934","27934","1","1","1","27739","27739","27739","1","1","1","27778","27778","27778"
"227","1","1","1","4536","4536","4536","1","1","1","27846","27846","27846","1","1","1","27938","27938","27938","1","1","1","27743","27743","27743","1","1","1","27782","27782","27782"
"228","1","1","1","4540","4540","4540","1","1","1","27850","27850","27850","1","1","1","27942","27942","27942","1","1","1","27747","27747","27747","1","1","1","27786","27786","27786"
"229","1","1","1","4544","4544","4544","1","1","1","27854","27854","27854","1","1","1","27946","27946","27946","1","1","1","27751","27751","27751","1","1","1","27790","27790","27790"
"230","1","1","1","4548","4548","4548","1","1","1","27858","27858","27858","1","1","1","27950","27950","27950","1","1","1","27755","27755","27755","1","1","1","27794","27794","27794"
"231","1","1","1","4552","4552","4552","1","1","1","27862","27862","27862","1","1","1","27954","27954","27954","1","1","1","27759","27759","27759","1","1","1","27798","27798","27798"
"232","1","1","1","4556","4556","4556","1","1","1","27866","27866","27866","1","1","1","27958","27958","27958","1","1","1","27763","27763","27763","1","1","1","27802","27802","27802"
"233","1","1","1","4560","4560","4560","1","1","1","27870","27870","27870","1","1","1","27962","27962","27962","1","1","1","27767","27767","27767","1","1","1","27806","27806","27806"
"234","1","1","1","4744","4744","4744","1","1","1","28907","28907","28907","1","1","1","29001","29001","29001","1","1","1","28808","28808","28808","1","1","1","28842","28842","28842"
"235","1","1","1","4748","4748","4748","1","1","1","28911","28911","28911","1","1","1","29005","29005","29005","1","1","1","28812","28812","28812","1","1","1","28846","28846","28846"
"236","1","1","1","4752","4752","4752","1","1","1","28915","28915","28915","1","1","1","29009","29009","29009","1","1","1","28816","28816","28816","1","1","1","28850","28850","28850"
"237","1","1","1","4756","4756","4756","1","1","1","28919","28919","28919","1","1","1","29013","29013","29013","1","1","1","28820","28820","28820","1","1","1","28854","28854","28854"
"238","1","1","1","4760","4760","4760","1","1","1","28923","28923","28923","1","1","1","29017","29017","29017","1","1","1","28824","28824","28824","1","1","1","28858","28858","28858"
"239","1","1","1","4764","4764","4764","1","1","1","28927","28927","28927","1","1","1","29021","29021","29021","1","1","1","28828","28828","28828","1","1","1","28862","28862","28862"
"240","1","1","1","4768","4768","4768","1","1","1","28931","28931","28931","1","1","1","29025","29025","29025","1","1","1","28832","28832","28832","1","1","1","28866","28866","28866"
"241","1","1","1","4772","4772","4772","1","1","1","28935","28935","28935","1","1","1","29029","29029","29029","1","1","1","28836","28836","28836","1","1","1","28870","28870","28870"
